"g","delta","phi","Tui","R","ID"
501.840145614732,0.0183107793548423,28102,149776,-0.001943372,124
175.168624798526,0.00110858110631625,14889,136082,-0.060585263,125
-255.604808452088,0.000750302192852403,8106,116331,-0.164420962,126
-599.271171673812,0.0192416512285814,703,228509,-0.073926873,127
-131.085720477495,-0.023740933268736,712,219756,0.05915919,128
-44.7158635052319,-0.0218303933985835,414,181923,0.110646606,129
158.024994304364,-0.00552689310742879,2948,251951,0.061374993,130
-539.692943170127,-0.0231595518922002,1476,227997,0.029253881,131
-553.130537028549,0.0284679942300523,1256,206903,-0.02796749,132
290.423182324074,0.00140322996808666,6019,413434,-0.118398665,133
-72.6668597789031,0.00128787561333555,3827,450790,-0.202893259,134
-663.043811275934,0.00463525566423922,1601,246370,-0.134751924,135
-10.0791485142646,-0.00721783640627887,3684,416519,0.037607403,136
-79.5372208436723,-0.00549306814376714,1872,234199,0.097247662,137
337.53217304147,-0.011990514947276,2578,162995,0.03235037,138
-376.76544807621,0.00957131420959257,1160,167535,-0.090067983,139
435.872977404828,-0.00844965156690305,3086,206291,0.038349992,140
24.8432450009155,-0.00447569559387394,2620,212926,0.085278228,141
-1261.28661877539,-0.0387636444227109,905,168309,0.028505379,142
-11.9757722755461,0.010966156252248,5391,446600,-0.016915165,143
103.167734306165,-0.00725055524973607,1778,136052,0.077570569,144
-1111.19547056497,0.00821528832773125,1380,229103,-0.088205995,145
-214.951880560902,-0.00580146252347277,2568,244908,0.067122402,146
-55.1179261779952,-0.00726626495197999,2488,200931,0.055314424,147
476.973720928876,-0.000855197806700686,9499,390327,0.123099286,148
141.374966730299,0.000410887711780284,16017,188838,-0.151948239,149
-77.3894409192089,0.00141938364690478,11950,174663,-0.058956582,150
249.625040371138,0.000384196260781728,20498,213283,-0.126980016,151
-511.631204172401,-0.00433882992070368,9947,198497,0.023170492,152
-367.529207289864,0.00043056586433375,12867,233427,-0.180502451,153
-125.285642080186,0.00310683091903417,16212,240405,-0.019853898,154
-531.119131080368,0.00620762288178889,8935,172780,-0.018029352,155
226.62815169369,-0.00292158448080618,18125,197976,0.018884415,156
-529.306699239535,-0.00204428000383893,7669,159108,0.063785341,157
40.7697633054354,-0.00127729662698151,12033,147610,0.065063035,158
-281.494311288518,0.00151370944475843,10950,174657,-0.060331394,159
454.179807753379,0.000156462125363057,21375,153858,-0.299009269,160
73.5864564704308,-0.00551161413904808,13591,161177,0.013349647,161
-1075.01887837909,0.000962319499371969,8401,225900,-0.123694312,162
-833.335220070959,0.0218831294543707,7065,184567,-0.006468125,163
289.737438121471,0.00174125662002917,17063,150795,-0.033657498,164
-574.2316583374,0.00321728166027122,7287,144459,-0.042654234,165
-750.642041990484,0.00108072090451913,7838,174102,-0.118054131,166
-213.294771339182,-0.00272514285541167,9586,162275,0.038280121,167
161.757546204597,0.000880002451659374,14210,170191,-0.079969069,168
109.329260863384,0.00179431325069683,11133,142671,-0.050059848,169
-326.395934196081,0.000892033397107905,9286,172025,-0.120723052,170
-398.974227743946,0.00129817769809828,10565,216647,-0.072911554,171
272.796605674107,-0.00121422922775661,20250,220612,0.040670011,172
-481.700925598916,-0.00205564583595858,8697,193360,0.055934819,173
-621.023472514082,-0.00261285277524887,7406,181591,0.051677483,174
101.706018764905,0.000347945065982514,11956,139451,-0.240382812,175
48.1488132896347,0.0012154725959342,9681,134787,-0.084983499,176
-154.198954887991,0.00126345424200853,11718,207240,-0.067544033,177
114.113012819765,0.0019683029112326,14197,186517,-0.035785862,178
175.372920247744,-0.000728945130263536,15152,193082,0.090538897,179
38.8133945765178,0.0006756450962329,15247,228065,-0.097072669,180
-436.936259836961,0.000355739093883442,6316,134309,-0.445067912,181
265.934245341602,0.0023011645659699,16530,189729,-0.026289327,182
-339.010860200083,0.000443674408792759,11416,241572,-0.197433871,183
-105.883266078856,0.0012278596361218,12010,209906,-0.067812268,184
-854.154166896471,0.000568987890470678,7997,238793,-0.219770745,185
-333.974148602578,0.00134832592496328,10673,231523,-0.069489407,186
-134.143872249296,0.00123869669973743,10843,188761,-0.074453576,187
-376.091669566806,-0.00251310925484789,8312,183546,0.047872168,188
-472.807382620102,0.00294449728092635,5653,134525,-0.060077224,189
235.222019650387,0.000463166649166299,11690,145280,-0.184692053,190
-519.125602684831,0.00180555679922609,8257,207859,-0.067075908,191
-3.13688871140107,0.00209888957063324,14328,242676,-0.033252541,192
-1464.42929089325,0.00498665742082523,2587,102138,-0.077516479,193
-563.981891356782,-0.00811854414979728,6867,183104,0.017937206,194
-614.03555017565,0.00151689270986706,8015,223482,-0.08225108,195
-146.75232601715,0.00490800791637557,11482,229912,-0.017745049,196
-919.654747465729,-0.00275160371099014,6379,211822,0.056972006,197
-798.223020428186,0.00157154903355364,7182,225643,-0.08859856,198
-266.177661808264,-0.00664963913203858,8409,185681,0.017883708,199
-944.684199196103,0.00209521762672785,3265,105629,-0.146179905,200
-277.745915152015,-0.00117511398486735,8667,196153,0.098186371,201
-1497.35838904296,-0.0120581046946929,3933,169868,0.021086136,202
-379.290030094292,-0.00195970418907014,7972,196305,0.064009169,203
-645.153044194974,0.00390500657043153,7676,227912,-0.033361323,204
-154.886235677494,-0.00116624553540733,9513,199132,0.090134802,205
-625.499024194756,0.000778191865396188,7844,234901,-0.163823322,206
-795.849217550407,-0.0107772042027488,5533,184269,0.016770006,207
193.708355428791,-0.00137698286274705,12984,194659,0.055932336,208
-494.604486520944,0.00157540337166428,8183,228007,-0.077570337,209
126.14456891874,0.00309431763448298,9292,150952,-0.034779706,210
177.452683802166,-0.00125820950897345,12297,184219,0.06463204,211
213.325999925481,0.000145212809155937,14397,212625,-0.478324987,212
29.3752745766051,-0.00187602828565043,9144,163158,0.058294073,213
-20.4385186867546,0.000376839404819769,9914,191826,-0.267666966,214
-456.617107973354,0.0265689439299517,6245,173810,-0.00602689,215
-263.297933726214,0.00212829276515807,8899,218405,-0.05279921,216
-328.146488328032,-0.0158040655056922,8636,227766,0.007326871,217
-86.1038141353613,0.00229189884636295,6569,136963,-0.066420982,218
-193.590709331044,0.000621357013883031,10151,241274,-0.158544057,219
69.9541405391921,0.000813604747532103,12849,240201,-0.095657097,220
-287.057147412313,-0.117405968292017,6480,162915,0.001314422,221
281.695874193661,0.00192084935692741,11924,168975,-0.0436601,222
-421.28160722656,0.00361400605382929,6193,175891,-0.044679679,223
-741.47932192875,0.00790669971154003,6405,224689,-0.019746295,224
-26.470984586058,0.000795000113281096,10295,214823,-0.122181783,225
172.970948279946,0.00108169159265728,13980,237684,-0.066128607,226
-1007.70185104723,0.00146316216137643,5923,243289,-0.115389371,227
-138.052505757671,-0.00227094450839087,8316,188115,0.052951589,228
-874.874857491514,0.00428275956671899,4508,172577,-0.051795544,229
-1741.24854482985,0.00454989672631262,3181,180358,-0.069093118,230
-955.897980361445,0.00548100298907281,2892,113525,-0.063087261,231
-177.642126605862,-0.00131038927328436,7147,175455,0.106776551,232
-762.195391674236,0.00126886281300245,7021,258825,-0.112250002,233
-405.020928298462,1.86653007847549,5624,163361,-9.53e-05,234
-121.133706407158,0.00173850506642807,15244,229325,-0.037733327,235
-273.176740289045,0.00158723356663384,14596,236385,-0.04316436,236
73.8060842398072,0.000587975376417751,18408,238551,-0.092391976,237
-133.36559578194,0.00130394612623879,13602,207846,-0.056381624,238
-71.2299750368336,-0.00343234648472428,14744,218908,0.019760301,239
19.6316857598624,0.000284031363124458,16191,219373,-0.217450309,240
371.110193613434,-0.000714185322593505,20816,188717,0.067265411,241
-80.9639237901388,-0.00168329281441387,12514,169767,0.047472727,242
220.132788203211,-0.00019921058389434,33850,370493,0.148295823,243
-1063.25780177677,0.00249940584211801,7540,179613,-0.053063009,244
83.2942317567813,-0.00155675378796367,13595,162714,0.047249896,245
-374.174593066401,0.000375211959601315,11512,193297,-0.231511488,246
449.225100485779,-0.00254597925837765,25572,205111,0.015359619,247
-780.823890693721,0.000457737286650782,10073,241310,-0.216882682,248
137.336853125215,0.00089235541808132,16233,207955,-0.069034049,249
-812.558765294001,0.00173778750529914,6870,152151,-0.083761914,250
-46.4910173843407,0.000253269465285848,33064,441375,-0.119415795,251
-1003.3578344758,0.000724759319845278,8335,223565,-0.165539099,252
-635.540738622983,0.000940230068165858,9313,176171,-0.114202671,253
100.428545520301,0.00138057147034544,12999,169686,-0.055722573,254
78.7599572717481,0.00362257838177613,4495,133454,-0.061411897,255
100.428545520301,0.000604750062431582,12999,169686,-0.127207915,256
100.428545520301,0.00138057147034544,12999,169686,-0.055722573,257
78.7599572717481,0.00362257838177613,4495,133454,-0.061411897,258
100.428545520301,0.000604750062431582,12999,169686,-0.127207915,259
-792.241680457865,0.000603074449348033,8905,180810,-0.186206633,260
-80.0036809956625,0.000117813044069014,13821,183582,-0.614139676,261
-1719.55587584426,0.00187483720607735,6061,180255,-0.088001921,262
127.811414024358,-0.00275599383080814,11439,147274,0.031720038,263
-525.346340692533,-0.00590829470639659,8193,151384,0.020658315,264
202.247826484838,-0.00142512527650583,15491,187355,0.045296798,265
-434.585208548495,0.000677941219041399,14365,235315,-0.102683894,266
-598.036675710827,0.0735134655318702,10071,224939,-0.001350705,267
-118.40470857711,0.000893878876239507,9804,135044,-0.114108507,268
-3.89617782057826,0.00677032144719251,10558,133477,-0.013989721,269
-556.785947433792,0.000485340541311245,13104,227429,-0.157235116,270
420.246763286652,0.000935420397051105,16085,150954,-0.0664618,271
700.768972946736,-0.00301235330340323,29734,161550,0.011164538,272
-1122.14280593441,0.00117236072224086,6147,176383,-0.13876359,273
593.704807502961,0.000195480653152523,41301,252132,-0.123861305,274
139.656953201793,0.000397204231656982,18516,191249,-0.135968705,275
-49.8740357558625,0.00490074531683513,14468,175496,-0.01410358,276
-659.469846146191,0.00246232894034644,5500,105757,-0.073839924,277
-496.441647780739,-0.0317578699487637,9911,199127,0.003177102,278
-319.508131708783,0.000473289802531817,16609,240705,-0.127212377,279
612.805761854957,0.00221709976623655,25969,150162,-0.017368389,280
402.311731610985,0.000453261151743523,20004,153570,-0.110289624,281
-161.796887133285,0.00058467439782533,16025,206717,-0.106730338,282
560.885682018896,-0.00849248792104134,23309,174215,0.005051745,283
240.076384104761,0.000192191248880956,26068,234857,-0.199599146,284
261.515838980102,-0.00102754007010981,19896,175033,0.048914257,285
-353.434321593266,0.00101640162190253,11926,172534,-0.082497321,286
-648.225053334352,0.00108159908846774,8600,144972,-0.107506627,287
-1146.25963521801,0.00293870635925573,4191,115395,-0.081194413,288
-334.786026347612,0.00030667121949375,13495,188046,-0.241631801,289
-156.68176005919,0.0199354212760599,14328,172146,-0.003500975,290
158.141441652488,0.000289173496047996,22318,201708,-0.154948095,291
-668.102661245184,0.0164933335471847,6635,107635,-0.009137989,292
-193.390985223532,0.000552827049588354,11792,136579,-0.153399253,293
-646.0861286476,0.000837173228291159,13226,203309,-0.090314223,294
-69.4518212037558,0.00164657856315025,20017,210872,-0.030340208,295
-1707.66577202453,0.00188963013705435,7641,181286,-0.069258486,296
10.4809309741786,0.000995684657071989,19959,192217,-0.050319858,297
-535.921124574686,0.00100803973414284,16105,223938,-0.061597292,298
350.156069125543,0.000624586388347494,27828,189075,-0.057534122,299
-653.814229261286,0.000403968414134098,7262,107594,-0.340875938,300
-936.398563950952,0.00132140754792311,10946,179570,-0.069136561,301
141.084728580305,0.000599662095953886,13578,109298,-0.122816749,302
-81.8111712045004,0.00132801585308245,20346,194194,-0.037009882,303
-176.009676391775,0.000659125506289131,21100,215641,-0.0719034,304
-566.95332151336,-0.0146488395228091,13692,175756,0.004985743,305
-757.853420978248,0.000446478990503492,11787,165953,-0.190018414,306
111.959370300075,0.000232413277005217,27395,213627,-0.157060784,307
-122.932219701037,-0.00213041650342168,23464,222358,0.020004764,308
126.145012234316,0.00412921713739697,21889,163006,-0.011063852,309
-243.638849547355,0.00141141400375628,14193,141640,-0.049919632,310
85.7057354005055,0.000576423633552734,28329,215971,-0.061238843,311
123.183415341895,-0.000621597782341327,24654,173225,0.065253401,312
-336.983455692045,0.000343820010029317,25058,247197,-0.116070658,313
-921.890527543282,0.000573516044698594,13709,182616,-0.127188736,314
49.6075725972278,-0.00352082185931193,24605,176790,0.011543369,315
260.215024354483,0.000139917251839908,40943,234533,-0.174561744,316
63.9741688363592,0.00239995416463665,30399,207658,-0.013706853,317
153.354377906574,0.00273382477836318,32115,198278,-0.011389939,318
-749.23082962175,0.000265679887504124,18430,211008,-0.20422833,319
442.306477028614,0.00134646851557198,36879,162713,-0.020138386,320
-178.94472629747,0.000182463605887736,21826,172039,-0.251101667,321
217.168095894409,0.000516204372379996,36753,208877,-0.052709091,322
239.638717926995,-0.0111435616806533,27929,150746,0.003213073,323
-7.57557008620824,0.000779581728085513,29651,198569,-0.043261244,324
268.103715227195,4.29168993860637e-05,46857,237868,-0.497275637,325
-527.663761892346,-0.0253285387050878,19793,184570,0.001994703,326
-230.542490645758,0.00066734623519066,29063,222090,-0.051559458,327
-13.7040441981389,0.00122963327179245,16800,105439,-0.048407774,328
-70.9247270815285,0.000645380611493914,20955,136297,-0.07394289,329
-444.383181764087,0.000214331708771217,20931,174743,-0.222906943,330
-170.144218384387,0.000172980013756728,34369,231852,-0.168204332,331
-388.841092544389,0.00179669550137736,18728,141744,-0.029718995,332
194.352270141981,0.00018525222613814,36236,170843,-0.148969141,333
-676.440071008262,0.000253750084512179,21948,194299,-0.179555558,334
-1151.7978519924,0.000350114562293991,16141,179196,-0.176953594,335
-54.4770938810677,0.00032584802635427,42442,238734,-0.072308452,336
411.629975447511,0.000302479309686825,67145,230925,-0.049236894,337
189.220713277447,0.000146123251840866,41325,175888,-0.165602851,338
402.952707960496,-0.000309824805934683,47219,151456,0.068354487,339
-812.262485431997,0.000200725419795376,24857,195825,-0.200423625,340
381.425649506555,0.000101122043967101,77332,240983,-0.12787773,341
-100.904268154191,9.15111389125114e-05,42069,207906,-0.259754961,342
-1078.1968043328,0.000311552872794001,14406,120570,-0.222804947,343
-539.526313728322,0.000254173930835289,39225,227819,-0.10030118,344
-172.338597675968,0.000119086047199392,50557,217038,-0.166095484,345
147.345352136438,3.25106144889959e-05,76904,234314,-0.399968595,346
-642.727493906292,-0.0269809553831002,660,185775,0.056156333,347
149.44953007443,-0.00593580046740315,2339,428353,0.072026197,348
-128.975900654184,-0.00821426512239039,1164,225046,0.104587144,349
0,-0.00252462567913381,4228,149706,0.093684561,350
-3865.37232172309,0.0182686333315202,1044,218244,-0.05243164,351
342.14549457558,0.00133011609268819,11121,217106,-0.0676031,352
-506.741851378208,-0.00299943987568028,2971,158626,0.112216621,353
-411.546437817026,0.00351390767781825,3474,169570,-0.081918094,354
-750.398967624055,-0.00580640281851618,2620,161271,0.065734225,355
-456.682984580918,-0.0027291973099907,3054,152321,0.119976457,356
-246.155925423377,0.00095467997866988,5762,236612,-0.181789557,357
-678.954683358282,-0.037758088060381,2906,162468,0.009113693,358
8.17023531464827,-0.0344073200068196,7026,213991,0.004136576,359
-266.171460083652,-0.00292962450004443,4014,160674,0.085037537,360
-489.619169378756,-0.00357571066566457,2759,137148,0.101364511,361
529.032404831199,0.0204697961547017,14686,152941,-0.003326465,362
616.076932783347,0.00247408483642229,7560,244294,-0.053464267,363
506.89919970955,-0.00506801044544537,5329,182729,0.037026851,364
-748.026251691106,-0.00384505974907263,2412,174918,0.107825034,365
418.225978837655,-0.00442366817098142,5089,197899,0.04442066,366
684.257970294574,0.0198598699022952,5791,173025,-0.008695009,367
580.36248742666,0.0103244974417454,5481,183703,-0.017671413,368
-15.5685674236545,0.00230433540977353,4882,235553,-0.088890742,369
607.578845031819,0.0192460516928382,5668,176751,-0.009167027,370
706.865953947368,-0.00338190815361079,6000,182334,0.049281843,371
247.729571058762,0.00301782930688171,4722,212927,-0.070174503,372
728.760656509244,-0.00174702198383747,6909,187618,0.082848841,373
618.785046452682,0.000979392012336384,7214,242774,-0.141536126,374
-85.950178447732,-0.00351020233472645,3837,204849,0.074246511,375
-129.614592500719,0.00427840999988526,4575,232869,-0.051088894,376
96.2662364916453,0.0016808655968875,4837,242493,-0.122995982,377
-71.5504334788322,0.00797540727689238,2089,207619,-0.060021755,378
197.871729524926,0.00163140749553187,4040,161289,-0.151724663,379
263.148951296484,-0.016367686063218,5407,215329,0.011299425,380
840.922518075793,0.00387671212370286,5949,144626,-0.04336032,381
621.240294392425,0.000716081976691733,11624,373186,-0.120138348,382
1001.59763647156,0.00131514835142948,8198,177476,-0.092750731,383
1153.55288689869,0.0022562338086528,11867,190684,-0.037348654,384
1006.9964167476,-0.0168677733394992,8535,166051,0.006946063,385
875.099169754626,0.00065988248321876,9076,243506,-0.166970179,386
-23.9490351909371,0.00188929207925412,4143,228850,-0.12775737,387
862.902954386543,0.00640963659642532,9108,203589,-0.017129456,388
642.306103189618,0.00138057147034544,12999,169686,-0.055722573,389
620.637514941065,0.00362257838177613,4495,133454,-0.061411897,390
642.306103189618,0.000604750062431582,12999,169686,-0.127207915,391
1163.44602549619,0.00134061866234942,9504,165882,-0.078485298,392
472.391594973009,0.00903588863619611,6513,208543,-0.016992139,393
830.769933629553,-0.0153427147401109,7153,163266,0.009111913,394
504.116740935826,-0.00260199589568843,5718,176536,0.067212375,395
-845.873590176429,0.00633278974103317,3188,210668,-0.049532086,396
-192.268576613438,0.00566010610222011,3174,196582,-0.055663243,397
854.51029339521,-0.00115803539602583,10794,239636,0.080001062,398
487.462611153297,-0.00711671643282563,4228,168101,0.03323421,399
415.697945224,-0.00867100967622894,5961,195159,0.019346892,400
419.717475030478,-0.00263671037166894,4087,134402,0.092796786,401
887.436520635582,-0.00244932382688941,9282,197387,0.043985773,402
1026.82451071908,0.000497757838667935,13613,241318,-0.147580184,403
272.210795590517,-0.0028931612909114,5315,191248,0.065031547,404
858.012730594145,-0.00923447225044783,8547,183755,0.01266993,405
413.707607476883,-0.00210838668483026,3806,161729,0.12461805,406
264.031057503445,-0.0279954837519875,5118,183297,0.006979298,407
288.911392068416,-0.0023084897052385,5535,195916,0.078262629,408
604.14253531128,-0.00296659257577699,7151,194255,0.047138452,409
-258.012691885965,-0.0142663804868785,3200,212625,0.021904645,410
815.787827044433,0.000483083136945027,10948,241213,-0.189079016,411
794.511327703807,0.00177246953773512,8477,185994,-0.066554747,412
525.326078046283,0.00287557752694134,3653,145178,-0.095197435,413
391.081701236383,0.0112600565125639,7070,224911,-0.012561457,414
415.962979246229,0.00134988027804849,4796,213112,-0.154463394,415
267.256249306018,0.00857107083986128,3081,205621,-0.037868074,416
620.594832595602,0.00113665071439503,6293,238725,-0.139802597,417
69.7132315038093,-0.00153701514598867,4518,256044,0.144004355,418
286.472372533704,-0.00262082460478597,3386,165016,0.11268733,419
1048.82619040225,-0.0018866160971652,11757,188756,0.045083741,420
115.374468440122,0.0108585791585135,5520,205585,-0.016683529,421
1443.2576405735,-0.000932436392554407,16283,162521,0.065863736,422
334.780200143772,0.00227897199233145,4338,206610,-0.101151299,423
-106.394792797903,0.00194302702686168,4071,168690,-0.126421243,424
357.918851005415,-0.00179194093887855,6311,197340,0.088425623,425
1001.52048093018,-0.00121635711104729,9679,160765,0.084939248,426
-188.81680365523,-0.00299553851632346,2258,144752,0.147843132,427
563.07972259496,0.000567699000510135,6815,178338,-0.258473492,428
864.558057507239,-0.0105715600523373,10300,201792,0.009183827,429
186.265310738893,0.00101051756374953,6167,211211,-0.160465689,430
438.079483410182,-0.00164363895939408,3841,172152,0.158397844,431
1112.09261549174,-0.00113054200053884,15618,218248,0.056635388,432
100.39386856149,-0.00274258707473496,3045,172836,0.119743591,433
423.504370940732,0.00088014594726751,13009,391214,-0.087337628,434
340.278068538289,-0.00547018902448529,6865,212072,0.026629139,435
239.304239553644,0.00122893243942565,7054,234600,-0.11535503,436
431.930793345567,0.0538278762052986,6403,181824,-0.002901411,437
-224.708381956659,0.00212448231865967,3112,214499,-0.151254147,438
593.601884683299,0.00150877781588986,6006,242314,-0.110354331,439
587.903421265212,0.00735405719266354,6757,168228,-0.020124221,440
