,Class,Distance,Name,ID
94,6,0.0033302464149333,['Southeast Arkansas College'],107637
95,7,0.003441756452154395,['Hill College'],225371
96,7,0.003486912749302161,['Northcentral Technical College'],239460
97,7,0.0034916829790793444,['Cleveland State Community College'],219879
98,7,0.0035184559715683546,['Wichita Area Technical College'],156107
99,7,0.0037965589577196655,['Danville Community College'],231882
100,7,0.003821364173421043,['University of Arkansas Community College-Batesville'],106999
101,8,0.001645982438698814,['Northland Community and Technical College'],174473
102,8,0.003835188999773953,['Minnesota West Community and Technical College'],173638
103,9,0.0007288052107805707,['Greenville Technical College'],218113
104,9,0.0008512723726441793,['Somerset Community College'],157711
105,9,0.0009403661851421316,['Fox Valley Technical College'],238722
106,9,0.00161575064146934,['Bluegrass Community and Technical College'],156392
107,9,0.0017158985429762386,['City Colleges of Chicago-Harold Washington College'],144209
108,9,0.001984893360735196,['Jefferson Community and Technical College'],156921
109,9,0.002111260308599912,['Gwinnett Technical College'],140012
110,9,0.0021806139009817207,['Pueblo Community College'],127884
111,9,0.0021979015353327047,['Washtenaw Community College'],172617
112,9,0.002234390310242216,['Trident Technical College'],218894
113,9,0.002510376502872462,['Yavapai College'],106148
114,9,0.002584084509304505,['Central New Mexico Community College'],187532
115,9,0.002687459817266946,['Elizabethtown Community and Technical College'],156648
116,9,0.002776635412871489,['Columbus State Community College'],202222
117,9,0.002816226578389405,['Front Range Community College'],127200
118,9,0.002846046002481564,['Nashville State Community College'],221184
119,9,0.0033089963065436358,['Phoenix College'],105428
120,9,0.003529192917416233,['Albany Technical College'],138682
121,9,0.0036180971397812944,['West Kentucky Community and Technical College'],157483
122,9,0.003906798964284192,['Saint Paul College'],175041
123,9,0.0040323490676458405,['Harper College'],149842
124,9,0.00405229170962156,['GateWay Community College'],105145
125,9,0.004134143615470274,['Delgado Community College'],158662
126,9,0.004398386517317343,['College of Lake County'],146472
127,9,0.00452811335274177,['Red Rocks Community College'],127909
128,9,0.0048292215746121225,['Mohave Community College'],105206
