,UNITID,INSTNM,SATVR25,SATVR75,SATMT25,SATMT75,SATVRMID,SATMTMID,ACTCM25,ACTCM75,ACTEN25,ACTEN75,ACTMT25,ACTMT75,ACTCMMID,ACTENMID,ACTMTMID,SAT_AVG,SAT_AVG_ALL,NPT4_PUB,NPT41_PUB,NPT42_PUB,NPT43_PUB,NPT44_PUB,NPT45_PUB,RET_FT4,RET_PT4,GRAD_DEBT_MDN_SUPP,GRAD_DEBT_MDN10YR_SUPP,RPY_3YR_RT_SUPP,C150_4_POOLED_SUPP,md_earn_wne_p10,gt_25k_p6,POOR_Prop,Tot_Grant,Avg_Income_Low,Tot_Students,GG_NO_re
10,237932,West Liberty University,4.345181036399134e-05,5.540616235027801e-05,4.671208817843316e-05,5.7579680893239224e-05,4.942898635713467e-05,5.214588453583619e-05,1.9376061934321717e-06,2.5896617563205356e-06,1.8289302662841112e-06,2.5896617563205356e-06,1.7202543391360506e-06,2.480985829172475e-06,2.263633974876354e-06,2.263633974876354e-06,2.154958047728293e-06,0.00010691855181845875,0.00010691855181845875,0.001248667842435984,0.0009784994875459052,0.0010845671924424123,0.0012905080743879874,0.0015180754658360262,0.0015994737352699236,5.501310744631723e-08,8.608486554095325e-09,0.0026760174695986123,2.969092531267045e-05,5.776776159827667e-08,2.613627509612389e-08,0.00360802222082038,4.055443185054366e-08,1.2440009598757484e-08,1.0,0.02683598018573827,0.0003301389061805753,0.0
11,230931,Lyndon State College,7.105294242419745e-05,9.012386323304459e-05,6.931922235066589e-05,9.185758330657615e-05,8.058840282862101e-05,8.058840282862101e-05,3.091115541760394e-06,3.6112315638198615e-06,2.7443715270540827e-06,3.784603571173017e-06,2.7443715270540827e-06,3.957975578526173e-06,3.437859556466706e-06,3.26448754911355e-06,3.437859556466706e-06,0.00016120638624783846,0.00016120638624783846,0.0024374074707874203,0.0018781093750661398,0.002179083179831218,0.002561715200059633,0.003071255529670558,0.003214807551758971,8.201897053681692e-08,5.7105413080168436e-08,0.004663677417209294,5.174712768432786e-05,1.0893942548456711e-07,2.788522370497254e-08,0.005911955870152015,6.375180911556729e-08,2.0878426448360126e-08,1.0,0.04191508040513775,0.0003212287490348012,0.0
12,204796,Ohio State University-Main Campus,1.9618058720780707e-06,2.3978863354747074e-06,2.2161861423927755e-06,2.6159265671730253e-06,2.179846103776389e-06,2.4160563547829e-06,9.756189105745064e-08,1.1209790650400519e-07,9.3927887195812e-08,1.1573191036564382e-07,9.3927887195812e-08,1.1209790650400519e-07,1.0482989878072792e-07,1.0482989878072792e-07,1.0482989878072792e-07,4.683674764445409e-06,4.683674764445409e-06,6.492455677882907e-05,3.6433966503582166e-05,4.4399702968294055e-05,6.1606711253153e-05,7.570301223244927e-05,8.128847616778786e-05,2.8034233632923984e-09,2.417128752800212e-09,8.085602970825285e-05,8.971176465225486e-07,2.477291220279269e-09,2.4537069313236544e-09,0.0001548080082925991,1.908251920413226e-09,0.0,1.0,0.0007806634213517282,0.00022790599596946023,5.711232084784873e-11
13,197869,Appalachian State University,1.3644811003630419e-05,1.626963924942772e-05,1.416977665278988e-05,1.626963924942772e-05,1.495722512652907e-05,1.52197079511088e-05,6.25662904475805e-07,7.306560343076971e-07,5.99414622017832e-07,7.306560343076971e-07,5.99414622017832e-07,7.044077518497241e-07,6.78159469391751e-07,6.78159469391751e-07,6.51911186933778e-07,3.0338718646901255e-05,3.0338718646901255e-05,0.00033400509840319104,0.0001796651975503097,0.00021993006284084032,0.00032437197874111496,0.000448736341026991,0.00046028558530849915,1.858737813131358e-08,8.828266713439214e-09,0.0005125196673998654,5.685770791954795e-06,1.9613912524346218e-08,1.339284641890916e-08,0.0009606828420872967,1.2082644160028393e-08,1.278014751302744e-09,1.0,0.005373386599226972,0.0005104985496506015,0.0
14,240189,University of Wisconsin-Whitewater,1.928805163499966e-05,2.3803829155194715e-05,1.928805163499966e-05,2.4624879613412e-05,2.1545940395097186e-05,2.195646562420583e-05,8.144163251107969e-07,9.786264167542536e-07,7.733638021999328e-07,9.786264167542536e-07,7.323112792890686e-07,1.0196789396651177e-06,8.965213709325252e-07,8.965213709325252e-07,8.965213709325252e-07,4.2277464465083577e-05,4.2277464465083577e-05,0.0005411887754008156,0.0003264430280540852,0.0003978744179189888,0.0005531761120907879,0.0006479253349690623,0.0006517432195997727,2.4951678021132887e-08,2.1786528504705263e-08,0.0010365695693662132,1.1501486706953135e-05,2.9493524960741935e-08,1.6529725071306054e-08,0.0016913573097944961,2.0686702022316806e-08,4.6342156908938173e-10,1.0,0.010186807453491632,0.0005688171233198271,0.0
15,201441,Bowling Green State University-Main Campus,5.559658066140906e-06,7.076475114564512e-06,5.559658066140906e-06,7.202876535266479e-06,6.318066590352709e-06,6.381267300703693e-06,2.3815825458809148e-07,3.0135896493907504e-07,2.2551811251789477e-07,3.0135896493907504e-07,2.2551811251789477e-07,3.0135896493907504e-07,2.760786807986816e-07,2.634385387284849e-07,2.634385387284849e-07,1.2751898904082836e-05,1.2751898904082836e-05,0.00022490404341026442,0.00018261012804338624,0.00019724741256067402,0.00023016234251146625,0.000248844472491217,0.0002538878891772255,6.858822873975907e-09,2.630695351495107e-09,0.00032864168938036883,3.646614276285466e-06,7.674834573304611e-09,5.074119856539978e-09,0.0004929635362929261,5.915535612280229e-09,7.112722209784008e-10,1.0,0.0027288529868058817,0.00024415497978317403,0.0
16,171146,University of Michigan-Flint,2.221150502115042e-05,2.9809013796628593e-05,2.3183279399409253e-05,2.8616381605129113e-05,2.6010259408889504e-05,2.5921916283593248e-05,7.882971368078882e-07,1.0533265126966617e-06,7.441255741597592e-07,1.0533265126966617e-06,7.441255741597592e-07,1.0974980753447907e-06,9.20811824752275e-07,9.20811824752275e-07,9.20811824752275e-07,4.385557071873359e-05,4.385557071873359e-05,0.0005518285411722163,0.00035124547518706285,0.00041330652070768395,0.0006154355913855219,0.0006862867778731208,0.0006782475534711612,2.8502087697422428e-08,1.699539562758484e-08,0.0012534275564937722,1.3908899805529023e-05,2.147494161851602e-08,9.777147069356013e-09,0.0017712728711991115,1.9546690269231523e-08,4.2518998035996445e-09,1.0,0.007911031736163737,0.0004497922314550385,0.0
17,151306,University of Southern Indiana,2.2016068084802225e-05,2.7522002974212617e-05,2.2516607620203168e-05,2.8022542509613564e-05,2.4769035529507423e-05,2.526957506490837e-05,9.433536444224342e-07,1.1936234121229067e-06,8.932996908823396e-07,1.1936234121229067e-06,8.932996908823396e-07,1.2436773656630013e-06,1.0935155050427178e-06,1.0434615515026232e-06,1.0935155050427178e-06,5.0246497881415525e-05,5.0246497881415525e-05,0.0007056529655354131,0.00047220132622441223,0.0005984874510060707,0.0007832866474760997,0.0008558148261556966,0.0008572163368548193,2.676064180086941e-08,1.5268254068063706e-08,0.0011649980971728605,1.292628082345633e-05,3.1248622579743266e-08,1.1983993538470904e-08,0.001776907679200516,2.1561572083779828e-08,5.477962938229864e-09,1.0,0.008045664820561953,0.0006567502529267407,0.0
18,180461,Montana State University,1.1295470859169386e-05,1.4233185621849708e-05,1.1521448917837103e-05,1.4233185621849708e-05,1.2764328240509548e-05,1.2877317269843407e-05,4.711218489857406e-07,6.067086841863709e-07,4.485240431189689e-07,6.067086841863709e-07,4.711218489857406e-07,6.067086841863709e-07,5.389152665860557e-07,5.389152665860557e-07,5.389152665860557e-07,2.519312146723398e-05,2.519312146723398e-05,0.0003668945439786889,0.00029862657245517156,0.00032669304734170204,0.00038341354006729897,0.00041459851216344394,0.00041773960717892523,1.3688023508201066e-08,7.733501662306721e-09,0.0005604447512275885,6.218691680339229e-06,1.6567319259273425e-08,7.646793316250771e-09,0.0008971294608366201,1.0702339343508277e-08,1.5992438738678939e-09,1.0,0.00437664921697866,0.00039096120722680077,0.0
19,128391,Western State Colorado University,5.653527986863406e-05,7.363337791514707e-05,5.653527986863406e-05,7.231813960387685e-05,6.508432889189057e-05,6.442670973625545e-05,2.4789852754275216e-06,3.1366044310626375e-06,2.3474614443004984e-06,3.1366044310626375e-06,2.3474614443004984e-06,3.1366044310626375e-06,2.8735567688085914e-06,2.742032937681568e-06,2.742032937681568e-06,0.0001321614827666724,0.0001321614827666724,0.001864593386371822,0.0014696273214973713,0.0017187334576519533,0.0019980900749657507,0.0022235219215174687,0.002278367359097437,6.995532735562635e-08,1.1155631514110379e-07,0.0026958897610101723,2.991015708888601e-05,9.257033717497659e-08,3.2484477746061245e-08,0.004800599868620361,4.752497752127377e-08,2.40963056479912e-08,1.0,0.01835610352372701,0.0003974450501498782,0.0
20,213349,Kutztown University of Pennsylvania,2.9551716671414524e-05,3.573914295089863e-05,3.023920848024609e-05,3.64266347597302e-05,3.264542981115657e-05,3.333292161998814e-05,1.2270541475539778e-06,1.5020508710866044e-06,1.0895557857876645e-06,1.158304966670821e-06,1.4333016902034479e-06,1.5708000519697612e-06,1.3645525093202911e-06,1.158304966670821e-06,1.5020508710866044e-06,6.59200333586044e-05,6.59200333586044e-05,0.0013418360813691093,0.0010209149050065336,0.0011045139089604522,0.001361498347101692,0.001542721187909693,0.0015783332636071681,3.96939194390672e-08,1.903479058367862e-08,0.0017874682718537307,1.9834246825877245e-05,4.992020843474372e-08,2.7111231162621946e-08,0.0028462056574543432,3.2157840065703126e-08,5.298015788926555e-09,1.0,0.015688483897247127,0.0007226122091545169,0.0
21,129215,Eastern Connecticut State University,3.0593688501560184e-05,3.6581368311632814e-05,3.125898625823492e-05,3.6581368311632814e-05,3.35875284065965e-05,3.392017728493387e-05,1.3205872078717847e-06,1.5867063105416793e-06,1.3205872078717847e-06,1.5867063105416793e-06,1.1875276565368374e-06,1.5867063105416793e-06,1.453646759206732e-06,1.453646759206732e-06,1.3871169835392583e-06,6.7650773548343e-05,6.7650773548343e-05,0.0012217427920520082,0.0009579522315304752,0.001034594533099405,0.001164660244529316,0.001286609323327795,0.0014326421809178996,4.195144931860885e-08,4.358808180002871e-08,0.001530174832046416,1.697818030135105e-05,4.679449837610526e-08,2.4465589648102978e-08,0.0028208524799954045,3.561770869313273e-08,8.871505412767456e-10,1.0,0.00955459719440308,0.00041200889240318656,0.0
