1,1.1197e+06
4,1.1586e+06
9,1.0951e+06
11,20603
15,9.4343e+05
17,9.5919e+05
18,1.1037e+06
19,1.1085e+06
21,9.5919e+05
22,1.1037e+06
23,1.1085e+06
26,1.1168e+06
28,1.0798e+06
29,7.3454e+05
31,6.4383e+05
36,1.06e+06
37,1.0601e+06
39,1.06e+06
40,1.0601e+06
42,1.06e+06
43,1.0601e+06
44,1.1003e+06
47,2.4181e+06
51,8.4051e+05
53,1.1765e+06
54,1.084e+06
56,1.155e+06
58,1.103e+06
60,1.1752e+06
64,1.0773e+06
65,8.1884e+05
66,8.7829e+05
67,6.4641e+05
68,3.0217e+05
69,3.0263e+05
70,2.0871e+05
72,3.0217e+05
73,3.0263e+05
74,2.0871e+05
77,9.0701e+05
78,4.1868e+05
81,5.3875e+05
82,1.0546e+06
83,8.8829e+05
85,9.627e+05
88,8.5504e+05
89,1.071e+06
90,2.5797e+05
91,9.1216e+05
95,1.1117e+06
99,7.9826e+05
102,9.8566e+05
110,8.4707e+05
114,8.4707e+05
122,9.7565e+05
123,1.7215e+05
125,6.2619e+05
126,2.2018e+05
127,1.001e+06
129,4.3647e+05
132,4.3349e+05
133,8.4373e+05
134,8.4739e+05
136,4.3349e+05
137,8.4373e+05
138,8.4739e+05
142,1.0602e+06
143,7.6476e+05
146,4.2903e+05
149,7.2843e+05
150,8.0612e+05
151,1.1021e+06
153,6.5267e+05
154,7.5696e+05
156,8.2159e+05
158,6.6509e+05
160,8.7814e+05
162,9.9736e+05
166,1.1162e+06
168,1.0396e+05
169,6.4228e+05
173,44433
174,3.0217e+05
175,3.0263e+05
176,2.0871e+05
178,3.0217e+05
179,3.0263e+05
180,2.0871e+05
182,1.1548e+06
183,9.0099e+05
186,16930
187,6.5888e+05
191,1.0712e+06
192,9.005e+05
195,34710
199,34710
201,97820
209,20939
210,5.908e+05
212,1.0298e+06
214,15876
217,1.064e+05
220,7.3971e+05
222,1.0267e+06
224,61441
228,9.2816e+05
238,2.877e+05
239,7.3084e+05
240,3.8959e+05
241,9.5949e+05
244,1.0589e+05
246,5.5815e+05
248,5.8461e+05
250,4.6911e+05
252,1.3775e+05
259,1.7691e+05
260,6.7952e+05
262,1.0875e+06
263,5.0753e+05
269,1.1934e+06
270,8.1358e+05
272,3.562e+05
273,3.5636e+05
276,3.562e+05
277,3.5636e+05
280,5.4079e+05
281,7.6625e+05
283,2.8004e+05
286,2.4213e+05
288,1.9117e+05
294,19669
297,6.9685e+05
298,7.0256e+05
299,6.9685e+05
300,7.0256e+05
302,16038
304,8.163e+05
305,3.876e+05
310,1.3736e+05
312,2.8781e+05
318,4.7524e+05
319,5.334e+05
320,15129
405,3.1532e+05
406,8.5338e+05
410,7.1971e+05
412,2.1004e+05
415,16006
417,1.7988e+05
418,9.3479e+05
420,4.0389e+05
440,2.0103e+05
453,82858
469,14656
554,14743
