,UNITID,OPEID,opeid6,INSTNM,CITY,STABBR,INSTURL,NPCURL,HCM2,PREDDEG,CONTROL,LOCALE,HBCU,PBI,ANNHI,TRIBAL,AANAPII,HSI,NANTI,MENONLY,WOMENONLY,RELAFFIL,SATVR25,SATVR75,SATMT25,SATMT75,SATWR25,SATWR75,SATVRMID,SATMTMID,SATWRMID,ACTCM25,ACTCM75,ACTEN25,ACTEN75,ACTMT25,ACTMT75,ACTWR25,ACTWR75,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG,SAT_AVG_ALL,PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54,DISTANCEONLY,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,PPTUG_EF,CURROPER,NPT4_PUB,NPT4_PRIV,NPT41_PUB,NPT42_PUB,NPT43_PUB,NPT44_PUB,NPT45_PUB,NPT41_PRIV,NPT42_PRIV,NPT43_PRIV,NPT44_PRIV,NPT45_PRIV,PCTPELL,RET_FT4,RET_FTL4,RET_PT4,RET_PTL4,PCTFLOAN,UG25abv,GRAD_DEBT_MDN_SUPP,GRAD_DEBT_MDN10YR_SUPP,RPY_3YR_RT_SUPP,C150_4_POOLED_SUPP,C200_L4_POOLED_SUPP,md_earn_wne_p10,gt_25k_p6,poverty_rate,unemp_rate,CCSIZSET
5008,381370,2125600,21256,Michigan College of Beauty-Troy,Troy,MI,michigancollegeofbeautytroy.com,michigancollegeofbeautytroy.com,0,1,3,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301.0,0.6213,0.3256,0.0166,0.0166,0.01,0.0,0.01,0.0,0.0,0.2957,1,,16970.0,,,,,,16908.0,17006.0,21364.0,21364.0,,0.8095,,0.7556,,0.7429,0.8762,0.5183,6333,70.30928265,0.594470046,,0.840712702,15900,0.293515354,6.110000134,3.220000029,
5009,381404,2230501,22305,Ogle School Hair Skin Nails-Dallas,Dallas,TX,www.ogleschool.com,oglecalculator.com/,0,1,3,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.0,0.1645,0.5281,0.2208,0.0087,0.0087,0.0,0.039,0.0,0.0303,0.4329,1,,16736.0,,,,,,16400.0,17363.0,18725.0,19898.0,,0.7302,,0.7551,,0.7115,0.7672,0.5281,8982,99.7186131,0.47277677,,0.71987563,17900,0.34533897,9.699999809,3.460000038,
5012,381529,378703,3787,Seattle Vocational Institute,Seattle,WA,sviweb.sccd.ctc.edu,sviweb.sccd.ctc.edu/fin-aid.htm#r_fa-calc.htm,0,1,1,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11699999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1199,0.0,0.0,0.0,0.0,0.5439,0.2193,0.0,0.0,229.0,0.1397,0.4454,0.1223,0.1616,0.0218,0.0044,0.083,0.0,0.0218,0.1485,1,172.0,,290.0,-1246.0,,,,,,,,,0.6057,,0.5556,,0.8,0.0,0.5221,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,0.6765,30700,0.481060594,9.149999619,3.960000038,
5014,381635,817808,8178,Empire Beauty School-Hyannis,Hyannis,MA,www.empire.edu,www.empire.edu/net-price-calculator,0,1,3,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.7273,0.0779,0.0649,0.0,0.0519,0.0,0.0,0.0,0.0779,0.3636,1,,14568.0,,,,,,13149.0,13861.0,16536.0,17926.0,17926.0,0.5533,,0.9286,,0.6667,0.62,0.3636,9833,109.1664577,0.424688562,,0.772343902,19400,0.295145631,11.18000031,3.75999999,
5015,381644,781401,7814,Brookstone College-Greensboro,Greensboro,NC,www.brookstone.edu,www.brookstone.edu/programs.htm,0,1,3,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8415,0.1585,0.0,0.0,154.0,0.2403,0.6883,0.0325,0.0195,0.0,0.0,0.0195,0.0,0.0,0.0,1,,14837.0,,,,,,14823.0,,15220.0,,,0.6298,,0.6889,,,0.5153,0.6299,8688.5,96.46016143,0.378676471,,0.421324873,28000,0.3898305,8.81000042,3.809999943,
5016,381699,2211901,22119,Cheeks International Academy of Beauty Culture-Fort Collins,Loveland,CO,cheeksUSA.com,cheeksUSA.com,0,1,3,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.6765,0.0,0.2941,0.0294,0.0,0.0,0.0,0.0,0.0,0.3529,1,,7574.0,,,,,,6849.0,9604.0,10104.0,,,0.8298,,0.4583,,0.4167,0.8085,0.5,8222.5,91.28660613,0.369863014,,0.7609,14900,0.161016956,8.529999733,3.799999952,
5017,381705,2211902,22119,Cheeks International Academy of Beauty Culture-Greeley,Greeley,CO,cheeksUSA.com,cheeksUSA.com,0,1,3,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.4103,0.0,0.5897,0.0,0.0,0.0,0.0,0.0,0.0,0.3846,1,,8304.0,,,,,,7922.0,8917.0,12572.0,,,0.9464,,0.4583,,0.4615,0.9643,0.359,8222.5,91.28660613,0.369863014,,0.80265,14900,0.161016956,8.529999733,3.799999952,
5018,381732,3584400,35844,Colorado School of Healing Arts,Lakewood,CO,www.csha.net,www.csha.net/netprice/npcalc.htm,0,1,3,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,199.0,0.799,0.0101,0.1156,0.0151,0.0251,0.0,0.0,0.0,0.0352,0.402,1,,24061.0,,,,,,23813.0,24287.0,26446.0,,,0.4663,,0.7742,,1.0,0.7921,0.5821,16378.5,181.8349259,0.774590164,,0.84909434,PrivacySuppressed,0.372549027,4.929999828,2.539999962,
5019,381741,3012100,30121,Remington College-Colorado Springs Campus,Colorado Springs,CO,www.remingtoncollege.edu/colorado-career-schools-overview,calculator.remingtoncollege.edu/,0,1,2,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0,7.0,0.5714,0.2857,0.0,0.0,0.0,0.0,0.1429,0.0,0.0,0.0,0,,,,,,,,,,,,,0.6783,,,,,0.4261,0.5714,9499,105.458373,0.619444444,,0.786413107,28300,0.438698024,9.770000458,3.789999962,
5020,381750,945914,9459,Empire Beauty School-Arvada,Arvada,CO,www.empire.edu,www.empire.edu/net-price-calculator,0,1,3,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.3077,0.0,0.5962,0.0,0.0192,0.0,0.0192,0.0,0.0577,0.2115,0,,12929.0,,,,,,11432.0,13583.0,15505.0,16288.0,,0.757,,0.5,,0.5,0.6542,0.4808,9083,100.8399202,0.454248366,,0.432081481,18200,0.32407406,4.650000095,2.900000095,
5022,381866,4183700,41837,Healing Arts Institute,Fort Collins,CO,healingartsinstitute.net,www.healingartsinstitute.net/NetPrice/npcalc.htm,0,1,3,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,0.9,0.0,0.04,0.02,0.02,0.02,0.0,0.0,0.0,0.0,1,,20413.0,,,,,,20232.0,,22045.0,,,0.2222,,,,,0.3651,0.54,5277,58.58551785,,,0.903219355,,,,,
5026,382258,3062400,30624,Mt Diablo Adult Education,Concord,CA,www.mdusd.k12.ca.us/adulted,www.mdusd.k12.ca.us/adulted/cte/npcalc.htm,0,1,1,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.1656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7055,0.1288,0.0,0.0,176.0,0.5852,0.0341,0.2443,0.1193,0.0057,0.0114,0.0,0.0,0.0,0.5682,1,16714.0,,16594.0,16734.0,18451.0,,,,,,,,0.2027,,0.8667,,0.7259,0.0,0.5284,,,,,0.766174627,30400,0.491803288,6.070000172,3.339999914,
5027,382267,3054100,30541,Royale College of Beauty,Temecula,CA,www.royalecollegeofbeautyschool.com,www.datapeddler.com/royalcollegeofbeauty/npcalc.htm,0,1,3,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.4444,0.0926,0.3704,0.0185,0.0,0.0185,0.0,0.0,0.0556,0.0185,1,,14283.0,,,,,,13094.0,12659.0,15944.0,17744.0,17744.0,0.7321,,0.7222,,1.0,0.7232,0.3889,6333,70.30928265,0.658536585,,0.747489899,17200,0.23931624,6.690000057,3.599999905,
5028,382276,3062300,30623,Westech College,Fontana,CA,www.westech.edu,www.westech.edu,0,1,3,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7834,0.172,0.0,0.0,484.0,0.18600000000000003,0.21899999999999997,0.4731,0.0103,0.0083,0.0041,0.0124,0.0,0.0868,0.1942,1,,14130.0,,,,,,13618.0,15721.0,,,,0.8466,,0.8169,,0.5714,0.8995,0.4566,9449,104.9032705,0.234453181,,0.868243302,26200,0.368821293,14.06999969,5.389999866,
5032,382461,2235900,22359,Academy of Hair Design-Pearl,Pearl,MS,www.academyofhair.com,academyofhair.com/NetPriceCalculator/,0,1,3,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.6615,0.3077,0.0308,0.0,0.0,0.0,0.0,0.0,0.0,0.1846,1,,8003.0,,,,,,8003.0,,,,,0.495,,1.0,,1.0,0.0,0.1846,PrivacySuppressed,PrivacySuppressed,0.564102564,,0.77778,PrivacySuppressed,0.241379306,11.15999985,3.289999962,
5034,382771,2614200,26142,Miller-Motte Technical College-Clarksville,Clarksville,TN,www.miller-motte.edu,miller-mottetech.studentaidcalculator.com/survey.aspx,0,1,3,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0079,0.2341,0.0,0.0,0.0,0.0,0.0,0.0159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6746,0.0476,0.0,0.0,524.0,0.5706,0.3015,0.0553,0.0153,0.0019,0.0,0.0286,0.0,0.0267,0.3015,1,,21022.0,,,,,,21022.0,,,,,0.8440000000000001,,0.6549,,0.3333,0.8165,0.6202,22091,245.2553866,0.400491865,,0.417253957,22800,0.352101803,10.69999981,3.670000076,
5035,382780,3061100,30611,Genesis Career College-Lebanon,Lebanon,TN,www.genesiscareer.edu,www.genesiscareer.edu,0,1,3,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.0,0.8057,0.0931,0.0972,0.004,0.0,0.0,0.0,0.0,0.0,0.0,1,,8148.0,,,,,,7152.0,9686.0,10941.0,11433.0,,0.8379,,0.7561,,,0.8356,0.4656,9303.5,103.2879222,0.377394636,,0.631675667,PrivacySuppressed,0.243902445,8.039999962,2.769999981,
5036,382896,3272300,32723,Kaplan College-Dallas,Dallas,TX,www.kaplancollege.com/dallas-tx/,www.kaplancollege.com/dallas-tx/tuition-fees/,0,1,3,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8873,0.0,0.0,0.0,357.0,0.2465,0.2997,0.4034,0.0168,0.0,0.0028,0.0,0.0,0.0308,0.0,1,,21188.0,,,,,,20651.0,22143.0,22749.0,24771.0,,0.5661,,0.6531,,,0.5,0.4006,9413,104.5035967,0.331775701,,0.687040387,46900,0.360721439,12.23999977,3.960000038,
5037,382902,3061800,30618,Star College of Cosmetology 2,Tyler,TX,www.starcosmetologyschool.com/,www.starcosmetologyschool.com/npcalc/npcalc.htm,0,1,3,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.5889,0.1889,0.2111,0.0111,0.0,0.0,0.0,0.0,0.0,0.0,1,,11828.0,,,,,,11474.0,13335.0,15425.0,,,0.6759999999999999,,0.8,,,0.4078,0.3667,3500,38.857175,0.571428571,,0.700535294,16000,0.150289014,12.09000015,3.980000019,
5038,382911,357401,3574,Southwest Collegiate Institute for the Deaf,Big Spring,TX,www.howardcollege.edu/swcid/,www.collegeforalltexans.com/apps/CollegeMoney/,0,1,1,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0303,0.0,0.0,0.0,0.0,0.0,0.1818,0.0,0.0,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1818,0.1515,0.0,0.0,0.0909,0.0303,0.0,0.0,147.0,0.2721,0.1293,0.4218,0.0272,0.0,0.0,0.0204,0.1293,0.0,0.1701,1,2583.0,,1307.0,4882.0,5389.0,,,,,,,,0.5734,,0.5897,,0.25,0.1678,0.302,7632.5,84.73639663,0.552631579,,0.08333125,29200,0.502708554,13.25,3.690000057,
5039,382957,2342701,23427,Fortis College-Richmond,Richmond,VA,www.fortis.edu,www.fortisedu.info/cig/netprice_calc/npcalc-fortis_erie.htm,0,1,3,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,457.0,0.1838,0.7309,0.0219,0.0131,0.0,0.0,0.0284,0.0,0.0219,0.0,1,,19689.0,,,,,,19193.0,19067.0,21660.0,24939.0,24939.0,0.6105,,0.5444,,,0.7041,0.5361,10666.5,118.4200163,0.360792492,,0.636780167,25600,0.416071415,10.02999973,3.410000086,
5041,383084,565500,5655,Hacienda La Puente Adult Education,La Puente,CA,www.hlpae.com,www.hlpae.com,0,1,1,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0781,0.0,0.0,0.0,0.0,0.191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1085,0.0318,0.0,0.0,0.4168,0.1737,0.0,0.0,3704.0,0.2446,0.1147,0.3467,0.1517,0.0127,0.067,0.0108,0.0,0.0518,0.5859,1,7080.0,,6892.0,7913.0,8477.0,,,,,,,,0.0674,,0.151,,0.297,0.0,0.6745,,,,,0.773648845,23900,0.427450985,12.43999958,4.730000019,
5043,383172,2293600,22936,Advanced Technical Centers,Miami,FL,www.advancedtechnicalcenters.com,www.advancedtechnicalcenters.com/netprice/npcalc.htm,0,1,2,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,,,,,,,,,,,,0.4,,,,,0.0,0.9714,,,,,0.240260894,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,
5045,383251,3064400,30644,Regency Beauty Institute-Winston-Salem,Winston Salem,NC,www.regency.edu,www.regency.edu/institute/financial-aid/calculator/,0,1,3,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.3402,0.2577,0.0309,0.0103,0.0,0.0,0.0412,0.0,0.3196,0.0,1,,20748.0,,,,,,20748.0,,,,,0.8342,,0.5217,,,0.8075,0.3196,14144,157.0273952,0.305882353,,0.430509272,14000,0.206521735,8.079999924,3.089999914,
5046,383279,2528200,25282,Robert Fiance Beauty Schools-North Plainfield,North Plainfield,NJ,www.robertfiance.com,www.robertfiance.com,0,1,3,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,0.2811,0.2649,0.2811,0.0108,0.0,0.0,0.0108,0.1135,0.0378,0.5189,1,,24871.0,,,,,,24871.0,,,,,0.4225,,0.7647,,0.6316,0.41200000000000003,0.573,7846,87.1066843,0.530201342,,0.648336264,17600,0.149425283,7.71999979,4.03000021,
5047,383297,738700,7387,Long Island Beauty School-Hauppauge,Hauppauge,NY,LIBeautyschool.com,LIBeautyschool.com,0,1,3,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.0,0.746,0.0643,0.1254,0.0,0.0,0.0129,0.0064,0.0032,0.0418,0.2797,1,,13355.0,,,,,,13355.0,,,,,0.3711,,0.9014,,0.9412,0.3889,0.3505,7670,85.1527235,0.700854701,,0.759415789,19400,0.324200898,4.599999905,2.769999981,
5048,383312,3065900,30659,Buckeye Joint Vocational School,New Philadelphia,OH,www.buckeyecareercenter.org,www.buckeyecareercenter.org,0,1,1,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1471,0.1373,0.0,0.0,0.0,0.5098,0.0392,0.0,0.0,89.0,0.9888,0.0112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6050.0,,6050.0,,,,,,,,,,0.7311,,0.9464,,,0.0,0.4157,,,,,0.765823967,20700,0.512820542,8.06000042,2.819999933,
5049,383330,2620000,26200,Sandusky Career Center,Sandusky,OH,www.sanduskycareercenter.org,www.sandusky-city.k12.oh.us/Downloads/npcalc2.htm,0,1,1,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2537,0.0,0.0,0.0,0.0597,0.0,0.0,0.0,0.5821,0.0,0.0,0.0,95.0,0.6105,0.2421,0.0316,0.0,0.0,0.0,0.0211,0.0,0.0947,0.2421,1,15889.0,,16058.0,16022.0,11471.0,15126.0,18826.0,,,,,,0.8406,,0.7381,,0.8333,0.7609,0.4526,9500,105.469475,0.540540541,,0.734305797,PrivacySuppressed,0.41538462,7.440000057,3.099999905,
5050,383367,1086000,10860,Greater Altoona Career & Technology Center,Altoona,PA,www.gactc.edu,www.gactc.edu/Courses/Financial_Aid.html,0,1,1,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0055,0.0,0.0055,0.0,0.0,0.011000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0552,0.105,0.105,0.0,0.0,0.6961,0.0166,0.0,0.0,264.0,0.9545,0.0303,0.0038,0.0038,0.0,0.0,0.0076,0.0,0.0,0.1439,1,11251.0,,9537.0,12571.0,14165.0,14165.0,14165.0,,,,,,0.4639,,0.9172,,0.8333,0.5271,0.4508,9500,105.469475,0.714285714,,0.918385714,28700,0.495652169,9.239999771,3.869999886,
