,UNITID,OPEID,opeid6,INSTNM,CITY,STABBR,INSTURL,NPCURL,HCM2,PREDDEG,CONTROL,LOCALE,HBCU,PBI,ANNHI,TRIBAL,AANAPII,HSI,NANTI,MENONLY,WOMENONLY,RELAFFIL,SATVR25,SATVR75,SATMT25,SATMT75,SATWR25,SATWR75,SATVRMID,SATMTMID,SATWRMID,ACTCM25,ACTCM75,ACTEN25,ACTEN75,ACTMT25,ACTMT75,ACTWR25,ACTWR75,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG,SAT_AVG_ALL,PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54,DISTANCEONLY,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,PPTUG_EF,CURROPER,NPT4_PUB,NPT4_PRIV,NPT41_PUB,NPT42_PUB,NPT43_PUB,NPT44_PUB,NPT45_PUB,NPT41_PRIV,NPT42_PRIV,NPT43_PRIV,NPT44_PRIV,NPT45_PRIV,PCTPELL,RET_FT4,RET_FTL4,RET_PT4,RET_PTL4,PCTFLOAN,UG25abv,GRAD_DEBT_MDN_SUPP,GRAD_DEBT_MDN10YR_SUPP,RPY_3YR_RT_SUPP,C150_4_POOLED_SUPP,C200_L4_POOLED_SUPP,md_earn_wne_p10,gt_25k_p6,poverty_rate,unemp_rate,CCSIZSET
31,101569,105900,1059,Lawson State Community College-Birmingham Campus,Birmingham,AL,www.lawsonstate.edu,www.lawsonstate.edu/financialaid/npc/npcalc.htm,0,1,1,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0287,0.0478,0.0877,0.0,0.0,0.1164,0.0,0.1005,0.0,0.0,0.2249,0.0,0.0,0.0,0.0,0.0287,0.0,0.0,0.0,0.0,0.0,0.0,0.0239,0.008,0.0112,0.0622,0.067,0.0223,0.0,0.0064,0.0734,0.0909,0.0,0.0,2894.0,0.1448,0.7557,0.0104,0.0031,0.0014,0.0024,0.0083,0.001,0.0729,0.3825,1,7406.0,,7320.0,7672.0,8030.0,,,,,,,,0.6821,,0.5251,,0.2403,0.0,0.4089,PrivacySuppressed,PrivacySuppressed,,,0.187934947,22300,0.363099635,18.75,5.309999943,3.0
76,103732,2173204,21732,Empire Beauty School-Paradise Valley,Phoenix,AZ,www.empire.edu,www.empire.edu/net-price-calculator,0,1,3,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.6047,0.0698,0.1628,0.0,0.0465,0.0465,0.0233,0.0,0.0465,0.2093,0,,12328.0,,,,,,10835.0,10555.0,15493.0,15718.0,,0.6598,,0.68,,0.75,0.6598,0.4651,9522,105.7137201,0.473684211,,0.640803883,19300,0.271186441,8.979999542,3.039999962,4.0
84,103927,2100607,21006,Carrington College-Tucson,Tucson,AZ,www.carrington.edu,carrington.edu/financial-aid/net-price-calculator/carrington-college/,0,1,3,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,440.0,0.2614,0.0364,0.6136,0.0023,0.0477,0.0045,0.0136,0.0,0.0205,0.0068,1,,21229.0,,,,,,20944.0,21767.0,22586.0,24072.0,24529.0,0.6507,,0.7273,,,0.5356,0.3568,9500,105.469475,0.475178297,,0.633205019,26200,0.432048112,,,3.0
88,104090,2218800,22188,Brookline College-Phoenix,Phoenix,AZ,www.brooklinecollege.edu,www.brooklinecollege.edu,0,1,3,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0844,0.0033,0.0,0.0,0.0,0.0,0.0,0.0,0.8245,0.0629,0.0,0.0,828.0,0.3249,0.2077,0.2512,0.0193,0.0797,0.0048,0.0145,0.0229,0.0749,0.0,1,,25566.0,,,,,,25296.0,25857.0,25701.0,29302.0,29302.0,0.6609,0.4471,,,,0.6346,0.6389,9500,105.469475,0.229979879,0.511348571,,22300,0.321246445,13.47999954,3.980000019,3.0
96,104391,2280500,22805,Charles of Italy Beauty College,Lake Havasu City,AZ,www.charlesofitaly.edu,charlesofitaly.edu,0,1,3,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3276,0.0,0.0,0.0,83.0,0.7952,0.0843,0.1205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,10819.0,,,,,,9846.0,11734.0,12384.0,13838.0,13838.0,0.6291,,0.9342,,,0.5828,0.4819,7389,82.03304745,0.424,,0.674825153,16500,0.200000003,8.640000343,3.230000019,3.0
99,104443,1054208,10542,Empire Beauty School-Chandler,Chandler,AZ,www.empire.edu,www.empire.edu/net-price-calculator,0,1,3,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,0.3009,0.2655,0.3009,0.0088,0.0885,0.0,0.0177,0.0,0.0177,0.2389,1,,12513.0,,,,,,11812.0,12454.0,16135.0,16135.0,16135.0,0.7113,,0.6429,,0.6667,0.6753,0.469,8167,90.67044235,0.541509434,,0.593117241,16900,0.308743179,7.800000191,2.960000038,5.0
105,104708,107600,1076,Glendale Community College,Glendale,AZ,www.gccaz.edu,www.gccaz.edu/finaid/1519.htm,0,1,1,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0003,0.0,0.0,0.0,0.0059,0.0018,0.0163,0.0,0.0181,0.0,0.0092,0.0,0.0045,0.0,0.0003,0.2579,0.0,0.0006,0.0,0.0,0.0469,0.0045,0.0,0.0,0.0412,0.0,0.0,0.0436,0.0,0.0,0.0,0.024,0.0,0.0,0.2733,0.1706,0.081,0.0,0.0,16623.0,0.4524,0.0771,0.3214,0.0413,0.0179,0.0034,0.0208,0.0158,0.0501,0.6083,1,7763.0,,7012.0,7705.0,9870.0,11390.0,11919.0,,,,,,0.3814,,0.5945,,0.3965,0.1951,0.3324,PrivacySuppressed,PrivacySuppressed,0.55743349,,0.191105333,33300,0.564144731,8.989999771,3.49000001,5.0
108,104911,1218400,12184,International Academy of Hair Design,Mesa,AZ,www.intlacademyaz.com/,www.intlacademyaz.com/,0,1,3,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,0.3667,0.1571,0.3857,0.0095,0.0286,0.0048,0.0286,0.0,0.019,0.0,0,,15463.0,,,,,,15423.0,19268.0,,,,0.7182,,0.6349,,,0.7656,0.3905,11833,131.3705577,0.583333333,,0.660690746,20100,0.303030312,8.100000381,2.970000029,3.0
114,105206,1186400,11864,Mohave Community College,Kingman,AZ,www.mohave.edu,www.mohave.edu/admissions/financialaid,0,1,1,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0492,0.0291,0.0134,0.0011,0.0,0.0,0.0,0.0045,0.0034,0.1488,0.0,0.0089,0.0034,0.0,0.0302,0.0,0.0,0.0,0.0,0.0,0.0,0.0078,0.0,0.0,0.0067,0.0515,0.0224,0.0123,0.1801,0.3289,0.0984,0.0,0.0,4759.0,0.7375,0.0116,0.1769,0.0137,0.0212,0.0069,0.0177,0.0,0.0145,0.713,1,11346.0,,11125.0,11786.0,11808.0,15218.0,,,,,,,0.4772,,0.5286,,0.4423,0.2421,0.4639,13250,147.1021625,0.381893861,,0.29601087,26700,0.414420962,9.840000153,3.700000048,4.0
125,105543,2217103,22171,Pima Medical Institute-Albuquerque,Albuquerque,NM,pmi.edu,pmi.edu,0,1,3,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,930.0,0.2398,0.0204,0.5161,0.0129,0.14300000000000002,0.0,0.0226,0.0,0.0452,0.0,1,,15231.0,,,,,,15092.0,15609.0,18038.0,21205.0,21205.0,0.6183,,0.7288,,,0.7193,0.5387,9498,105.4472709,0.614709852,,0.61872547,27600,0.512696266,9.489999771,3.650000095,4.0
129,105677,2113800,21138,Roberto-Venn School of Luthiery,Phoenix,AZ,www.roberto-venn.com,www.roberto-venn.com/NetPrice/npcalc.htm,0,1,3,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.8462,0.0,0.0769,0.0256,0.0,0.0513,0.0,0.0,0.0,0.0,1,,18252.0,,,,,,17904.0,20340.0,,,,0.4667,,,,,0.6167,0.0513,7307,81.12267935,0.898550725,,0.937508333,23000,PrivacySuppressed,7.980000019,3.359999895,3.0
144,106324,3997300,39973,Arkansas Beauty College,Russellville,AR,arkansasbeautycollegerussellville.com,arkansasbeautycollegerussellvillear.com/npcalc.htm,0,1,3,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.9129999999999999,0.0217,0.0435,0.0,0.0,0.0,0.0217,0.0,0.0,0.0435,1,,9691.0,,,,,,8987.0,11345.0,12603.0,,,0.9231,,0.6667,,,0.9231,0.3261,6333,70.30928265,0.5,,0.674712048,,PrivacySuppressed,,,3.0
186,107460,1226100,12261,North Arkansas College,Harrison,AR,www.northark.edu,www.northark.edu/financialaid/tuition_calculator.aspx,0,1,1,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0467,0.0,0.0127,0.0,0.0325,0.0,0.0,0.0,0.0,0.2348,0.0,0.0,0.0,0.0,0.0071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0184,0.075,0.0226,0.0622,0.0,0.3904,0.0976,0.0,0.0,1885.0,0.9082,0.0005,0.0472,0.0021,0.0048,0.0005,0.0302,0.0042,0.0021,0.4297,1,4094.0,,3763.0,4046.0,5722.0,7538.0,,,,,,,0.6147,,0.5077,,0.3731,0.2661,0.3862,11500,127.673575,0.50982962,,0.2071,25500,0.382746041,11.94999981,3.039999962,4.0
204,107974,2074600,20746,South Arkansas Community College,El Dorado,AR,www.southark.edu,www.southark.edu/netpricecalculator/,0,1,1,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0451,0.0188,0.0,0.0,0.0,0.0,0.0,0.0,0.1454,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0038,0.0,0.084,0.0,0.0,0.0,0.0551,0.1617,0.0,0.0,0.4398,0.0363,0.0,0.0,1306.0,0.5023,0.4571,0.0291,0.0038,0.0,0.0,0.0,0.0,0.0077,0.4686,1,12545.0,,12177.0,13095.0,14947.0,,,,,,,,0.51,,0.5059,,0.3864,0.4018,0.4406,11000,122.12255,0.498181818,,0.182695192,26100,0.467741936,14.90999985,4.079999924,4.0
213,108649,2258600,22586,Avalon School of Cosmetology-Alameda,Alameda,CA,avalon.edu,avalon.edu/consumer-information/,0,1,3,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,0.129,0.4946,0.2688,0.0538,0.0054,0.0,0.0054,0.0,0.043,0.5538,1,,12608.0,,,,,,12608.0,,,,,0.7865,,0.7368,,0.7778,0.809,0.3387,11944,132.6028852,0.419491525,,0.852261364,16200,0.258064508,13.40999985,4.659999847,4.0
219,108977,1307400,13074,American Beauty College,West Covina,CA,www.american-beauty-college.com,www.american-beauty-college.com,1,1,3,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0222,0.0,0.9778,0.0,0.0,0.0,0.0,0.0,0.0,0.5333,1,,11962.0,,,,,,11883.0,11486.0,13711.0,,,0.8258,,1.0,,1.0,0.6516,0.1333,4166,46.2511403,,,0.820525641,PrivacySuppressed,PrivacySuppressed,,,3.0
226,109721,902200,9022,Associated Technical College-Los Angeles,Los Angeles,CA,www.atcla.edu,atcla.edu/NetPriceCalculator/npcalc.htm,0,1,3,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.645,0.0,0.0,0.0,404.0,0.0569,0.3416,0.5396,0.0272,0.0025,0.0,0.0322,0.0,0.0,0.0,1,,18373.0,,,,,,18336.0,18637.0,19187.0,,,0.6992,,0.6746,,,0.3074,0.5916,9000,99.91845,0.413622902,,0.64374578,21900,0.372389793,25.22999954,6.179999828,4.0
229,109819,111800,1118,Bakersfield College,Bakersfield,CA,www.bakersfieldcollege.edu/,webprod.cccco.edu/npc/521/npcalc.htm,0,1,1,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0148,0.0055,0.011000000000000001,0.0011,0.0473,0.0,0.0022,0.0181,0.0,0.0033,0.0176,0.0088,0.1852,0.0,0.0027,0.0852,0.0,0.0291,0.0016,0.0,0.0,0.0005,0.0022,0.0,0.0022,0.0,0.0379,0.0379,0.0121,0.0176,0.0088,0.0401,0.0813,0.0,0.0143,0.1973,0.1049,0.0093,0.0,15854.0,0.255,0.046,0.6101,0.0417,0.0043,0.0014,0.0339,0.0018,0.0058,0.6557,1,2898.0,,2898.0,,,,,,,,,,0.3905,,0.7126,,0.4901,0.0401,0.3337,13388,148.6342454,0.351851852,,0.263164243,29700,0.42039305,19.68000031,7.829999924,4.0
279,111009,2220200,22202,Le Cordon Bleu College of Culinary Arts-San Francisco,San Francisco,CA,www.caculinary.edu,chefs.studentaidcalculator.com,0,1,3,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,489.0,0.0286,0.0061,0.0184,0.0429,0.002,0.0,0.0143,0.0,0.8875,0.0,1,,18868.0,,,,,,17666.0,16906.0,21025.0,22732.0,22722.0,0.4066,,0.7944,,,0.5669,0.544,12136,134.7344788,0.574247144,,0.572647423,32800,0.58801496,7.639999866,3.579999924,5.0
280,111054,1186500,11865,California Hair Design Academy,La Mesa,CA,chdaschools.com,chdaschools.com,0,1,3,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0,0.3744,0.0685,0.4521,0.0365,0.0,0.0,0.0411,0.0,0.0274,0.0,1,,15449.0,,,,,,15329.0,14934.0,18279.0,,18954.0,0.4957,,0.8929,,,0.4725,0.3288,7500,83.265375,0.619047619,,0.751262312,16500,0.313131303,10.32999992,4.019999981,3.0
290,111717,2332800,23328,CET-Sobrato,San Jose,CA,cetweb.org,cetweb.org,0,1,2,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1335,0.0,0.0,0.0,0.0,0.0437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1553,0.3495,0.0,0.0,0.0,0.2621,0.0558,0.0,0.0,345.0,0.0696,0.0261,0.8203,0.0493,0.0116,0.0145,0.0087,0.0,0.0,0.0609,1,,12906.0,,,,,,12762.0,13120.0,13788.0,17000.0,,0.6319,,0.8134,,,0.3681,0.5072,5450,60.5061725,0.340693196,,0.807894208,21600,0.354960531,17.11000061,5.96999979,5.0
295,111799,2332813,23328,CET-Salinas,Salinas,CA,cetweb.org,cetweb.org,0,1,2,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2553,0.0,0.0,0.0,0.0,0.0,0.7447,0.0,0.0,65.0,0.0154,0.0462,0.9231,0.0154,0.0,0.0,0.0,0.0,0.0,0.0,1,,12479.0,,,,,,12548.0,12203.0,,,,0.4167,,0.6667,,,0.0577,0.4462,5450,60.5061725,0.340693196,,0.79475,21600,0.354960531,17.11000061,5.96999979,3.0
306,112181,2178700,21787,Citrus Heights Beauty College,Citris Heights,CA,www.chbeautycollege.com,www.chbeautycollege.com,0,1,3,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.8125,0.0208,0.0938,0.0208,0.0104,0.0,0.0313,0.0,0.0104,0.0729,1,,8665.0,,,,,,8295.0,8917.0,11222.0,,,0.3247,,0.9,,,0.0,0.2292,,,,,,,,,,4.0
307,112190,450200,4502,City College of San Francisco,San Francisco,CA,www.ccsf.edu,www.ccsf.edu/Services/Financial_Aid,0,1,1,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0028,0.0003,0.0021,0.0018,0.0123,0.0154,0.0824,0.02,0.0069,0.0015,0.0316,0.0177,0.0896,0.008,0.0018,0.1558,0.0072,0.0015,0.0,0.0,0.0791,0.0,0.0,0.0,0.0013,0.0,0.0105,0.0477,0.0,0.126,0.0056,0.0513,0.0,0.0,0.0169,0.146,0.0567,0.0,0.0,24662.0,0.2399,0.0798,0.2208,0.3387,0.0025,0.0078,0.0432,0.0442,0.0231,0.6316,1,3696.0,,3696.0,,,,,,,,,,0.2581,,0.6832,,0.3866,0.0399,0.5429,10500,116.571525,0.545061728,,0.391040864,36900,0.469729722,9.079999924,3.420000076,3.0
315,112455,3577300,35773,COBA Academy,Orange,CA,www.coba.edu,www.coba.edu/fees.html,0,1,3,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.475,0.025,0.475,0.0,0.0,0.0,0.0,0.0,0.025,0.0,1,,,,,,,,,,,,,0.1528,,0.8,,,0.1389,0.25,13277.5,147.4074689,0.580357143,,0.542482353,PrivacySuppressed,0.350649357,8.260000229,3.549999952,5.0
338,113537,3025600,30256,Dell'Arte International School of Physical Theatre,Blue Lake,CA,www.dellarte.com/school,www.dellarte.com/school,0,1,2,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,0.5,0.1429,0.1429,0.0,0.0,0.0,0.0714,0.0,0.1429,0.0,1,,,,,,,,,,,,,0.0,,,,,0.0,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,,PrivacySuppressed,PrivacySuppressed,10.47000027,4.050000191,5.0
341,113634,119100,1191,Diablo Valley College,Pleasant Hill,CA,www.dvc.edu,www.dvc.edu/org/departments/financial-aid/netpricecalculator.htm,0,1,1,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0009,0.0013,0.0066,0.0,0.0216,0.0128,0.0587,0.0358,0.0053,0.0018,0.0071,0.0274,0.0821,0.0,0.0115,0.2163,0.0071,0.0185,0.0199,0.0,0.0119,0.0137,0.0013,0.0,0.0,0.0,0.0702,0.0649,0.0,0.0291,0.0079,0.0062,0.0,0.0,0.0177,0.1166,0.1258,0.0,0.0,18566.0,0.3969,0.0544,0.2164,0.1508,0.0021,0.0046,0.0661,0.0847,0.024,0.5938,1,8623.0,,8580.0,,14386.0,14386.0,,,,,,,0.1388,,0.7164,,0.4908,0.0108,0.3267,PrivacySuppressed,PrivacySuppressed,0.638095238,,0.436825412,38300,0.552325606,6.019999981,3.339999914,5.0
344,113856,2226000,22260,East Los Angeles College,Monterey Park,CA,www.elac.edu/index.htm,www.elac.edu/admission/finaid/index.htm,0,1,1,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0083,0.0015,0.0021,0.0052,0.0026,0.0,0.0121,0.0,0.0072,0.0,0.0568,0.0021,0.0015,0.1949,0.0,0.0,0.0031,0.0,0.0519,0.0013,0.0,0.0,0.0,0.0,0.0036,0.2445,0.0,0.1671,0.0,0.0431,0.0,0.0,0.0065,0.0806,0.1041,0.0,0.0,33439.0,0.0845,0.0477,0.6019,0.106,0.0021,0.0019,0.003,0.0211,0.1318,0.7904,1,8881.0,,8881.0,,,,,,,,,,0.2731,,0.7316,,0.4827,0.013999999999999999,0.5135,9000,99.91845,0.529824561,,0.328133797,31600,0.447011381,21.62999916,5.599999905,4.0
351,114044,2091200,20912,Elegance International,Hollywood,CA,ei.edu/,www.ei.edu/netpricecalculator/npcalc.htm,0,1,3,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,0.2537,0.122,0.4683,0.0439,0.0049,0.0049,0.0537,0.0195,0.0293,0.0,1,,29944.0,,,,,,29437.0,29352.0,32317.0,31297.0,32897.0,0.6567,,,,,0.7413,0.3512,6333,70.30928265,0.597402597,,0.837802703,PrivacySuppressed,0.268656731,15.85999966,5.460000038,4.0
