"","INSTNM","POOR_Prop"
"1604","Hagerstown Community College",0.490291262135922
"1605","Harford Community College",0.545685279187817
"1606","Hood College",0.181372549019608
"1607","Howard Community College",0.477941176470588
"1608","The Colorlab Academy of Hair",0.482758620689655
"1609","Johns Hopkins University",0.136887608069164
"1610","L'Academie de Cuisine",1
"1611","Lincoln College of Technology-Columbia",0.575
"1612","Loyola University Maryland",0.0899873257287706
"1613","Maryland Beauty Academy of Reisterstown",0.769230769230769
"1614","University of Maryland-University College",1
"1615","University of Maryland-Baltimore",NA
"1616","University of Maryland-Baltimore County",0.221288515406162
"1617","University of Maryland-College Park",0.162907268170426
"1618","Maryland Institute College of Art",0.179282868525896
"1619","University of Maryland Eastern Shore",0.4
"1620","Fortis Institute-Towson",0.843137254901961
"1621","Montgomery Beauty School",0.573643410852713
"1622","Montgomery College",0.544224765868887
"1623","Morgan State University",0.391167192429022
"1624","Mount St Mary's University",0.112211221122112
"1625","Ner Israel Rabbinical College",0.25
"1626","Hair Academy Inc-New Carrollton",0.623931623931624
"1627","Notre Dame of Maryland University",0.375
"1628","Prince George's Community College",0.525806451612903
"1629","TESST College of Technology-Baltimore",0.855555555555556
"1630","Robert Paul Academy of Cosmetology Arts & Sciences",0.1
"1631","Maryland Beauty Academy of Essex",0.904761904761905
"1632","Salisbury University",0.13903743315508
"1633","St Mary's College of Maryland",0.130952380952381
"1634","Sojourner-Douglass College",0.855421686746988
"1635","St John's College",0.242424242424242
"1636","TESST College of Technology-Beltsville",0.810810810810811
"1637","Towson University",0.163533834586466
"1638","Maryland University of Integrative Health",NA
"1639","International Beauty School",0.939622641509434
"1640","Stevenson University",0.17175572519084
"1641","Washington College",0.103806228373702
"1642","McDaniel College",0.218934911242604
"1643","Wor-Wic Community College",0.627737226277372
"1644","Hult International Business School",NA
"1645","New England College of Business and Finance",NA
"1646","American International College",0.314878892733564
"1647","Amherst College",0.252577319587629
"1648","Andover Newton Theological School",NA
"1649","Anna Maria College",0.1931330472103
"1650","Assabet Valley Regional Technical School",1
"1651","Assumption College",0.122448979591837
"1652","Babson College",0.253658536585366
"1653","Bancroft School of Massage Therapy",NA
"1654","Boston Baptist College",0.4
"1655","Bay Path College",0.379310344827586
"1656","Bay State College",0.415492957746479
"1657","Bay State School of Technology",0.74468085106383
"1658","Becker College",0.247093023255814
"1659","Bentley University",0.131627056672761
"1660","Berklee College of Music",0.204225352112676
"1661","Berkshire Community College",0.41025641025641
"1662","Empire Beauty School-Boston",0.731481481481482
"1663","Boston Architectural College",0.285714285714286
"1664","Boston Graduate School of Psychoanalysis Inc",NA
"1665","Boston College",0.160145586897179
"1666","The Boston Conservatory",0.16
"1667","Boston University",0.147803617571059
"1668","Brandeis University",0.158119658119658
"1669","Bridgewater State University",0.213849287169043
"1670","Bristol Community College",0.45190380761523
"1671","Signature Healthcare Brockton Hospital School of Nursing",0.5
"1672","Bunker Hill Community College",0.701754385964912
"1673","Cambridge College",0.625
"1674","Cape Cod Community College",0.51310861423221
"1675","Catherine Hinds Institute of Esthetics",0.575757575757576
"1676","Laboure College",1
"1677","Clark University",0.197101449275362
"1678","Conway School of Landscape Design",NA
"1679","Curry College",0.209251101321586
"1680","Lincoln Technical Institute-Somerville",0.663265306122449
"1681","Dean College",0.313513513513514
"1682","Diman Regional Technical Institute",1
"1683","National Aviation Academy of New England",0.585526315789474
"1684","Eastern Nazarene College",0.258992805755396
"1685","Emerson College",0.124271844660194
"1686","Emmanuel College",0.123046875
"1687","Endicott College",0.0775510204081633
"1688","Episcopal Divinity School",NA
"1689","Rob Roy Academy-Fall River",0.981481481481482
"1690","Fisher College",0.453333333333333
"1691","Fitchburg State University",0.272222222222222
"1692","Framingham State University",0.14616497829233
"1693","Benjamin Franklin Institute of Technology",0.585365853658537
"1694","Gordon College",0.128
"1695","Gordon-Conwell Theological Seminary",NA
"1696","Greenfield Community College",0.513227513227513
"1697","Hallmark Institute of Photography",0.305555555555556
"1698","Hampshire College",0.171428571428571
"1699","Harvard University",0.185185185185185
"1700","Hebrew College",NA
"1701","Hellenic College-Holy Cross Greek Orthodox School of Theology",0.642857142857143
"1702","Henris School of Hair Design",0.578947368421053
"1703","College of the Holy Cross",0.119047619047619
"1704","Holyoke Community College",0.551558752997602
"1705","Sanford-Brown College-Boston",NA
"1706","Kay Harvey Academy of Hair Design",0.915254237288136
"1707","La Baron Hairdressing Academy-Brockton",0.584615384615385
"1708","La Baron Hairdressing Academy-New Bedford",1
"1709","Lasell College",0.147679324894515
"1710","Lawrence Memorial Hospital School of Nursing",NA
"1711","Lesley University",0.161870503597122
"1712","Lowell Academy Hairstyling Institute",0.784615384615385
"1713","University of Massachusetts-Lowell",0.195546950629235
"1714","Mansfield Beauty Schools-Springfield",1
"1715","Mansfield Beauty Schools-Quincy",0.769230769230769
"1716","Marian Court College",0.424242424242424
"1717","University of Massachusetts-Amherst",0.154929577464789
"1718","University of Massachusetts-Boston",0.379266750948167
"1719","Massachusetts Bay Community College",0.463157894736842
"1720","MCPHS University",0.199175824175824
"1721","Massachusetts College of Art and Design",0.152173913043478
"1722","Massachusetts Institute of Technology",0.144303797468354
"1723","Massachusetts Maritime Academy",0.085972850678733
"1724","University of Massachusetts Medical School Worcester",NA
"1725","Massachusetts School of Professional Psychology",NA
"1726","Massachusetts School of Barbering",0.9
"1727","Massasoit Community College",0.503250975292588
"1728","Merrimack College",0.145833333333333
"1729","MGH Institute of Health Professions",NA
"1730","Middlesex Community College",0.488755622188906
"1731","Montserrat College of Art",0.367816091954023
"1732","Mount Holyoke College",0.0796019900497512
"1733","Mount Ida College",0.310077519379845
"1734","Mount Wachusett Community College",0.48496993987976
"1735","Cortiva Institute-Boston",0.428571428571429
"1736","School of the Museum of Fine Arts-Boston",0.210526315789474
"1737","Everest Institute-Brighton",0.838926174496644
"1738","Rob Roy Academy-New Bedford",1
"1739","The New England Conservatory of Music",0.208333333333333
"1740","New England College of Optometry",NA
"1741","New England School of Acupuncture",NA
"1742","New England School of Law",NA
"1743","New England School of Photography",0.333333333333333
"1744","Newbury College",0.37546468401487
"1745","Nichols College",0.23469387755102
"1746","Massachusetts College of Liberal Arts",0.278761061946903
"1747","North Bennet Street School",0.333333333333333
"1748","North Shore Community College",0.536189069423929
"1749","The New England Institute of Art",0.40625
"1750","Northeastern University",0.152639087018545
"1751","Northern Essex Community College",0.564948453608247
"1752","College of Our Lady of the Elms",0.264367816091954
"1753","Pine Manor College",0.666666666666667
"1754","Blessed John XXIII National Seminary",NA
"1755","Quincy College",0.6
"1756","Quinsigamond Community College",0.550522648083624
"1757","Regis College",0.203252032520325
"1758","Roxbury Community College",0.766666666666667
"1759","Saint John's Seminary",NA
"1760","Salem State University",0.242603550295858
"1761","Salter College-West Boylston",0.782222222222222
"1762","Simmons College",0.128617363344051
"1763","Bard College at Simon's Rock",0.278481012658228
"1764","Smith College",0.0981912144702842
"1765","Southeastern Technical Institute",0.2
"1766","Springfield College",0.0831721470019342
"1767","Springfield Technical Community College",0.611678832116788
"1768","University of Massachusetts-Dartmouth",0.242951907131012
"1769","Stonehill College",0.054421768707483
"1770","Suffolk University",0.270952927669346
"1771","Rob Roy Academy-Taunton",1
"1772","Tufts University",0.145054945054945
"1773","Wellesley College",0.242424242424242
"1774","Wentworth Institute of Technology",0.170506912442396
"1775","Western New England University",0.145015105740181
"1776","Westfield State University",0.16158940397351
"1777","Wheaton College",0.0948275862068965
"1778","Wheelock College",0.167701863354037
"1779","Williams College",0.220264317180617
"1780","Worcester Polytechnic Institute",0.0962199312714777
"1781","Worcester State University",0.201030927835052
"1782","Adrian College",0.302103250478011
"1783","Albion College",0.14
"1784","Hillsdale Beauty College",1
"1785","Northwestern Technological Institute",0.848329048843188
"1786","Alma College",0.176755447941889
"1787","Alpena Community College",0.47887323943662
"1788","Andrews University",0.259414225941423
"1789","Aquinas College",0.384615384615385
"1790","Baker College of Owosso",0.552529182879377
"1791","Baker College of Flint",0.7265625
"1792","Bay de Noc Community College",0.489285714285714
"1793","Bayshire Academy of Beauty Craft Inc",1
"1794","Cadillac Institute of Cosmetology",0.916666666666667
"1795","Calvin College",0.135823429541596
"1796","Calvin Theological Seminary",NA
"1797","Carnegie Institute",0.739130434782609
"1798","Michigan School of Professional Psychology",NA
"1799","Central Michigan University",0.188049853372434
"1800","Mott Community College",0.615384615384615
"1801","Empire Beauty School-Michigan",0.6
"1802","Cleary University",0.368421052631579
"1803","Concordia University-Ann Arbor",0.244755244755245
"1804","Cranbrook Academy of Art",NA
"1805","College for Creative Studies",0.247191011235955
"1806","Davenport University",0.951008645533141
"1807","David Pressley School of Cosmetology",0.777777777777778
"1808","Delta College",0.549828178694158
"1809","Detroit Business Institute-Downriver",NA
"1810","Michigan State University-College of Law",NA
"1811","MIAT College of Technology",0.455497382198953
"1812","University of Detroit Mercy",0.237142857142857
"1813","Dorsey Business Schools-Madison Heights",0.933333333333333
"1814","Dorsey Business Schools-Southgate",0.947368421052632
"1815","Eastern Michigan University",0.387146529562982
"1816","Ferris State University",0.336408364083641
"1817","Flint Institute of Barbering Inc",0.884615384615385
"1818","Glen Oaks Community College",0.504761904761905
"1819","Kettering University",0.161764705882353
"1820","Gogebic Community College",0.474285714285714
"1821","Grace Bible College",0.380434782608696
"1822","Cornerstone University",0.178913738019169
"1823","Everest Institute-Grand Rapids",0.794392523364486
"1824","Grand Rapids Community College",0.476605868358446
"1825","Grand Valley State University",0.204598597038192
"1826","Great Lakes Christian College",0.607142857142857
"1827","Henry Ford Community College",0.769312169312169
"1828","Hope College",0.124777183600713
"1829","ITT Technical Institute-Wyoming",0.657142857142857
"1830","Jackson College",0.549165120593692
"1831","Wright Beauty Academy",NA
"1832","Kalamazoo College",0.231958762886598
"1833","Kalamazoo Valley Community College",0.538265306122449
"1834","Kellogg Community College",0.621052631578947
"1835","Kirtland Community College",0.610619469026549
"1836","Michigan College of Beauty-Monroe",0.576086956521739
"1837","Lake Michigan College",0.591463414634146
"1838","Lake Superior State University",0.246794871794872
"1839","Lansing Community College",0.483835005574136
"1840","Lawrence Technological University",0.257575757575758
"1841","M J Murphy Beauty College of Mount Pleasant",0.696428571428571
"1842","Macomb Community College",0.981191222570533
"1843","Madonna University",0.308510638297872
"1844","Marygrove College",0.666666666666667
"1845","Rochester College",0.537878787878788
"1846","University of Michigan-Ann Arbor",0.160983789826719
"1847","Michigan Barber School Inc",1
"1848","Michigan State University",0.24375
"1849","Michigan Technological University",0.177814029363785
"1850","University of Michigan-Dearborn",0.342532467532468
"1851","University of Michigan-Flint",0.25
"1852","Mid Michigan Community College",0.600508905852417
"1853","Monroe County Community College",0.8125
"1854","Montcalm Community College",0.476190476190476
"1855","Mr Bela's School of Cosmetology Inc",1
"1856","Baker College of Muskegon",0.535987748851455
"1857","Muskegon Community College",0.488095238095238
"1858","Everest College-Skokie",0.807692307692308
"1859","Everest Institute-Southfield",0.714285714285714
"1860","North Central Michigan College",0.482758620689655
"1861","Northern Michigan University",0.317574511819116
"1862","Paul Mitchell the School-Escanaba",0.740740740740741
"1863","Northwestern Michigan College",0.660891089108911
"1864","Northwood University-Michigan",0.235074626865672
"1865","Oakland Community College",0.690721649484536
"1866","Oakland University",0.207121364092277
"1867","Olivet College",0.337209302325581
"1868","Port Huron Cosmetology College",1
"1869","Kuyper College",0.450980392156863
"1870","Ross Medical Education Center-Lansing",0.909090909090909
"1871","Ross Medical Education Center-Madison Heights",0.929824561403509
"1872","Ross Medical Education Center-Flint",0.923076923076923
"1873","Sacred Heart Major Seminary",NA
"1874","Saginaw Valley State University",0.290706910246227
"1875","Schoolcraft College",0.464788732394366
"1876","Siena Heights University",0.26171875
"1877","St Clair County Community College",0.511326860841424
"1878","Southwestern Michigan College",0.495238095238095
"1879","Specs Howard School of Media Arts",NA
"1880","Spring Arbor University",0.249097472924188
"1881","Michigan Career and Technical Institute",0.606060606060606
"1882","Finlandia University",0.345794392523364
"1883","Thomas M Cooley Law Schoo",NA
"1884","Twin City Beauty College",0.746835443037975
"1885","Walsh College of Accountancy and Business Administration",NA
"1886","Washtenaw Community College",0.651877133105802
"1887","Wayne County Community College District",0.859907834101382
"1888","Wayne State University",0.490131578947368
"1889","West Shore Community College",0.460176991150442
"1890","Western Michigan University",0.322097378277154
"1891","Western Theological Seminary",NA
"1892","Wright Beauty Academy",1
"1893","Academy College",0.666666666666667
"1894","Alexandria Technical & Community College",0.262557077625571
"1895","American Indian OIC Inc",1
"1896","Anoka Technical College",0.50314465408805
"1897","Anoka-Ramsey Community College",0.311111111111111
"1898","Augsburg College",0.270348837209302
"1899","Riverland Community College",0.376306620209059
"1900","Northwest Technical College",0.5
"1901","Bemidji State University",0.174603174603175
"1902","Bethany Lutheran College",0.169811320754717
"1903","Bethel University",0.12780269058296
"1904","Bethel Seminary-St Paul",NA
"1905","Central Lakes College-Brainerd",0.412322274881517
"1906","Carleton College",0.0856031128404669
"1907","Concordia College at Moorhead",0.149193548387097
"1908","Concordia University-Saint Paul",0.310126582278481
"1909","Dakota County Technical College",0.380530973451327
"1910","Martin Luther College",0.0616438356164384
"1911","Lake Superior College",0.469635627530364
"1912","Cosmetology Careers Unlimited College of Hair Skin and Nails",1
"1913","Duluth Business University",0.8
"1914","Minnesota State Community and Technical College",0.355748373101952
"1915","Globe University-Woodbury",0.413793103448276
"1916","Minnesota West Community and Technical College",0.412844036697248
"1917","Gustavus Adolphus College",0.107070707070707
"1918","Hamline University",0.294536817102138
"1919","Hazelden Graduate School of Addiction Studies",NA
"1920","Hennepin Technical College",0.472340425531915
"1921","Cosmetology Careers Unlimited College of Hair Skin and Nails",1
"1922","Hibbing Community College",0.5
"1923","Aveda Institute-Minneapolis",0.343283582089552
"1924","Inver Hills Community College",0.303333333333333
"1925","Itasca Community College",0.429292929292929
"1926","The Art Institutes International-Minnesota",0.413461538461538
"1927","Luther Seminary",NA
"1928","Macalester College",0.13840830449827
"1929","South Central College",0.388724035608309
"1930","Minnesota State University-Mankato",0.166203059805285
"1931","Regency Beauty Institute-Blaine",1
"1932","Mayo Medical School",NA
"1933","Mayo School of Health Sciences",NA
"1934","Argosy University-Twin Cities",0.387096774193548
"1935","Mesabi Range Community and Technical College",0.48502994011976
"1936","Metropolitan State University",0.622641509433962
"1937","University of Minnesota-Twin Cities",0.156846121237813
"1938","University of Minnesota-Crookston",0.223880597014925
"1939","Minneapolis Business College",0.280487804878049
"1940","Minneapolis College of Art and Design",0.234782608695652
"1941","Minneapolis Community and Technical College",0.718978102189781
"1942","Herzing University-Minneapolis",0.769230769230769
"1943","Minnesota School of Cosmetology-Woodbury Campus",0.452380952380952
"1944","Crossroads College",0.3
"1945","University of Minnesota-Duluth",0.143728222996516
"1946","University of Minnesota-Morris",0.190647482014388
"1947","Minnesota School of Business-Richfield",0.461538461538462
"1948","Model College of Hair Design",0.45679012345679
"1949","Minnesota State University-Moorhead",0.140684410646388
"1950","North Hennepin Community College",0.416083916083916
"1951","National American University-Roseville",1
"1952","Brown College-Mendota Heights",0.5
"1953","Normandale Community College",0.412478336221837
"1954","North Central University",0.274131274131274
"1955","Northland Community and Technical College",0.307692307692308
"1956","Northwest Technical Institute",NA
"1957","University of Northwestern-St Paul",0.156862745098039
"1958","Northwestern Health Sciences University",NA
"1959","Oak Hills Christian College",0.608695652173913
"1960","Regency Beauty Institute-Burnsville",1
"1961","Pine Technical College",0.45
"1962","Rainy River Community College",0.487179487179487
"1963","Rochester Community and Technical College",0.336842105263158
"1964","College of Saint Benedict",0.202380952380952
"1965","St Cloud Technical and Community College",0.349593495934959
"1966","Regency Beauty Institute-St Cloud",1
"1967","Saint Cloud State University",0.224472573839662
"1968","Saint Johns University",0.112582781456954
"1969","Saint Mary's University of Minnesota",0.167300380228137
"1970","St Olaf College",0.111801242236025
"1971","Crown College",0.264957264957265
"1972","The College of Saint Scholastica",0.145251396648045
"1973","University of St Thomas",0.103485838779956
"1974","Empire Beauty School-Bloomington",0.761904761904762
"1975","St Catherine University",0.277922077922078
"1976","Rasmussen College-Minnesota",0.481481481481481
"1977","Saint Paul College",0.754578754578755
"1978","Southwest Minnesota State University",0.181229773462783
"1979","Summit Academy Opportunities Industrialization Center",0.896
"1980","United Theological Seminary of the Twin Cities",NA
"1981","Vermilion Community College",0.181818181818182
"1982","Dunwoody College of Technology",0.521978021978022
"1983","Ridgewater College",0.372384937238494
"1984","Minnesota State College-Southeast Technical",0.46875
"1985","Winona State University",0.112
"1986","William Mitchell College of Law",NA
"1987","Century College",0.454545454545455
"1988","Alcorn State University",0.754545454545455
"1989","Belhaven University",0.345679012345679
"1990","Blue Mountain College",0.275
"1991","Chris Beauty College",0.885714285714286
"1992","Coahoma Community College",0.919168591224019
"1993","Antonelli College-Jackson",0.925925925925926
"1994","Copiah-Lincoln Community College",0.773946360153257
"1995","Creations College of Cosmetology",0.973684210526316
"1996","Delta Beauty College",0.875
"1997","Delta State University",0.486486486486487
"1998","East Central Community College",0.642
"1999","East Mississippi Community College",0.664136622390892
"2000","Fosters Cosmetology College",1
"2001","Academy of Hair Design-Grenada",1
"2002","Hinds Community College",0.771515945827872
"2003","Holmes Community College",0.753045404208195
"2004","Itawamba Community College",0.636826042726348
"2005","Jackson State University",0.6677471636953
"2006","Jones County Junior College",0.684285714285714
"2007","Meridian Community College",0.982178217821782
"2008","Millsaps College",0.144927536231884
"2009","Mississippi Delta Community College",0.929453262786596
"2010","University of Mississippi",0.452653485952133
"2011","University of Mississippi Medical Center",NA
"2012","Mississippi University for Women",0.577586206896552
"2013","Mississippi Valley State University",0.798319327731092
"2014","Mississippi College",0.311864406779661
"2015","Mississippi College of Beauty Culture",0.852941176470588
"2016","Mississippi Gulf Coast Community College",0.699607843137255
"2017","Mississippi State University",0.427740863787375
"2018","Northeast Mississippi Community College",0.695355191256831
"2019","Northwest Mississippi Community College",0.630287648054145
"2020","Pearl River Community College",0.699223085460599
"2021","Rust College",0.807843137254902
"2022","Southeastern Baptist College",0.75
"2023","Southwest Mississippi Community College",0.761792452830189
"2024","University of Southern Mississippi",0.575638506876228
"2025","Magnolia College of Cosmetology",0.980392156862745
"2026","Tougaloo College",0.760975609756098
"2027","Wesley Biblical Seminary",NA
"2028","William Carey University",0.318181818181818
"2029","Anthem College-Maryland Heights",0.868852459016393
"2030","Aquinas Institute of Theology",NA
"2031","Assemblies of God Theological Seminary",NA
"2032","Avila University",0.180232558139535
"2033","ITT Technical Institute-Earth City",0.6
"2034","Baptist Bible College",0.325581395348837
"2035","House of Heavilin Beauty College-Blue Springs",1
"2036","Cox College",0.5
"2037","Calvary Bible College and Theological Seminary",0.3
"2038","Cape Girardeau Career and Technology Center",NA
"2039","Central Christian College of the Bible",0.244897959183673
"2040","Central Methodist University-College of Liberal Arts and Sciences",0.216911764705882
"2041","University of Central Missouri",0.33841218925421
"2042","Grand River Technical School",0.6
"2043","Chillicothe Beauty Academy Inc",0.8
"2044","Cleveland University-Kansas City",NA
"2045","Columbia Area Career Center",0.5
"2046","Columbia College",0.662162162162162
"2047","Conception Seminary College",NA
"2048","Concordia Seminary",NA
"2049","Cottey College",0.243478260869565
"2050","Covenant Theological Seminary",NA
"2051","Crowder College",0.548689138576779
"2052","Culver-Stockton College",0.328638497652582
"2053","Drury University",0.272930648769575
"2054","East Central College",0.549367088607595
"2055","Eden Theological Seminary",NA
"2056","Elaine Steven Beauty College",0.911392405063291
"2057","Pinnacle Career Institute-South Kansas City",0.77027027027027
"2058","Evangel University",0.323809523809524
"2059","Fontbonne University",0.181818181818182
"2060","Forest Institute of Professional Psychology",NA
"2061","Four Rivers Career Center",0.857142857142857
"2062","Ozarks Technical Community College",0.556483027267668
"2063","Hannibal-LaGrange University",0.30718954248366
"2064","Harris-Stowe State University",0.785425101214575
"2065","Hickey College",0.379310344827586
"2066","House of Heavilin Beauty College-Kansas City",0.916666666666667
"2067","Independence College of Cosmetology",0.666666666666667
"2068","Jefferson College",0.504409171075838
"2069","Cosmetology Concepts Institute",0.5
"2070","Barnes-Jewish College Goldfarb School of Nursing",NA
"2071","Kansas City Art Institute",0.524475524475524
"2072","Kenrick Glennon Seminary",NA
"2073","A T Still University of Health Sciences",NA
"2074","Lake Career and Technical Center",1
"2075","Lex La-Ray Technical Center",0.555555555555556
"2076","Lincoln University",0.531446540880503
"2077","Lindenwood University",0.21875
"2078","Linn State Technical College",0.284431137724551
"2079","Logan University",NA
"2080","Metropolitan Community College-Kansas City",0.609861591695502
"2081","Lutheran School of Nursing",NA
"2082","Maryville University of Saint Louis",0.14
"2083","Merrell University of Beauty Arts and Science",1
"2084","Metro Business College-Cape Girardeau",0.92
"2085","Midwest Institute",0.933333333333333
"2086","Midwestern Baptist Theological Seminary",0.5
"2087","Mineral Area College",0.557659208261618
"2088","Westwood College-O'Hare Airport",0.866666666666667
"2089","Missouri Baptist University",0.297029702970297
"2090","National Academy of Beauty Arts-Farmington",1
"2091","Missouri College",0.781818181818182
"2092","Missouri School of Barbering & Hairstyling",0.916666666666667
"2093","Missouri Southern State University",0.457089552238806
"2094","Missouri Tech",NA
"2095","Missouri Valley College",0.391304347826087
"2096","Missouri Western State University",0.372754491017964
"2097","University of Missouri-Columbia",0.189824711415135
"2098","University of Missouri-Kansas City",0.368271954674221
"2099","Missouri University of Science and Technology",0.21880650994575
"2100","University of Missouri-St Louis",0.337423312883436
"2101","Moberly Area Community College",0.542424242424242
"2102","Hillyard Technical Center",NA
"2103","National Academy of Beauty Arts-St Louis",0.970588235294118
"2104","Nazarene Theological Seminary",NA
"2105","Neosho Beauty College",0.695652173913043
"2106","Northwest Technical School",NA
"2107","Truman State University",0.179180887372014
"2108","Northwest Missouri State University",0.282738095238095
"2109","Ozark Christian College",0.222222222222222
"2110","College of the Ozarks",0.386243386243386
"2111","Park University",0.32
"2112","Stevens Institute of Business & Arts",0.5
"2113","Poplar Bluff Technical Career Center",0.741935483870968
"2114","Ranken Technical College",0.586734693877551
"2115","Research College of Nursing",NA
"2116","Rockhurst University",0.121065375302663
"2117","Rolla Technical Institute",0.222222222222222
"2118","Everest College-Springfield",0.866666666666667
"2119","Saint Louis University",0.142857142857143
"2120","Salem College of Hairstyling",1
"2121","Sanford-Brown College-Fenton",NA
"2122","American College of Hair Design Inc",1
"2123","Sikeston Career and Technology Center",0.692307692307692
"2124","Saint Louis Christian College",0.466666666666667
"2125","St Louis College of Pharmacy",NA
"2126","Saint Louis Community College",0.71185510428101
"2127","Saint Paul School of Theology",NA
"2128","Southwest Baptist University",0.28498727735369
"2129","Missouri State University-West Plains",0.71875
"2130","Mercy Hospital Springfield-School of Radiologic Technology",NA
"2131","Saint Luke's College of Health Sciences",NA
"2132","St Louis College of Health Careers-St Louis",0.985915492957746
"2133","State Fair Community College",0.563063063063063
"2134","Stephens College",0.437037037037037
"2135","Southeast Missouri State University",0.308691308691309
"2136","Missouri State University-Springfield",0.222641509433962
"2137","Three Rivers Community College",0.715289982425308
"2138","North Central Missouri College",0.504504504504504
"2139","Eldon Career Center",1
"2140","Truman Medical Center School of Nurse Anesthesia",NA
"2141","Kansas City University of Medicine and Biosciences",NA
"2142","Washington University in St Louis",0.0704761904761905
"2143","Webster University",0.249266862170088
"2144","Wentworth Military Academy & Junior College",0.542056074766355
"2145","Westminster College",0.350785340314136
"2146","William Jewell College",0.166051660516605
"2147","William Woods University",0.21830985915493
"2148","Academy of Cosmetology",0.657142857142857
"2149","Blackfeet Community College",1
"2150","Butte Academy of Beauty Culture",0.8
"2151","Highlands College of Montana Tech",0.62406015037594
"2152","Crevier's School of Cosmetology",0.829787234042553
"2153","Carroll College",0.106060606060606
"2154","Dawson Community College",0.347826086956522
"2155","Chief Dull Knife College",0.714285714285714
"2156","Montana State University-Billings",0.385593220338983
"2157","Flathead Valley Community College",0.613861386138614
"2158","Aaniiih Nakoda College",0.840909090909091
"2159","Fort Peck Community College",0.766666666666667
"2160","Great Falls College Montana State University",0.616216216216216
"2161","University of Great Falls",0.306122448979592
"2162","Helena College University of Montana",0.554913294797688
"2163","Little Big Horn College",0.758620689655172
"2164","Miles Community College",0.378787878787879
"2165","Modern Beauty School Inc",1
"2166","Montana Tech of the University of Montana",0.336206896551724
"2167","Montana State University",0.22264631043257
"2168","The University of Montana",0.422177009155646
"2169","Montana State University-Northern",0.344262295081967
"2170","Rocky Mountain College",0.213953488372093
"2171","Salish Kootenai College",0.761194029850746
"2172","The University of Montana-Western",0.631578947368421
"2173","La'James International College",0.642857142857143
"2174","Bellevue University",1
"2175","Clarkson College",0.2
"2176","Bryan College of Health Sciences",0.214285714285714
"2177","Central Community College",0.391554702495202
"2178","Chadron State College",0.240909090909091
"2179","College of Hair Design-Downtown",0.942857142857143
"2180","Concordia University-Nebraska",0.16
"2181","Creighton University",0.0994832041343669
"2182","Doane College-Crete",0.146875
"2183","Grace University",0.283018867924528
"2184","Hastings College",0.129032258064516
"2185","Alegent Creighton Health School of Radiologic Technology",NA
"2186","Joseph's College",0.913461538461538
"2187","University of Nebraska at Kearney",0.216867469879518
"2188","Kaplan University-Lincoln Campus",0.625
"2189","Nebraska Methodist College of Nursing & Allied Health",0.217391304347826
"2190","Metropolitan Community College Area",0.575070821529745
"2191","Mid-Plains Community College",0.437722419928826
"2192","Midland University",0.179190751445087
"2193","Nebraska Christian College",0.361111111111111
"2194","University of Nebraska at Omaha",0.246900826446281
"2195","Kaplan University-Omaha Campus",0.625
"2196","Nebraska Indian Community College",1
"2197","University of Nebraska Medical Center",NA
"2198","Nebraska Wesleyan University",0.118110236220472
"2199","University of Nebraska-Lincoln",0.147872340425532
"2200","Northeast Community College",0.353159851301115
"2201","Peru State College",0.313725490196078
"2202","College of Saint Mary",0.272727272727273
"2203","Southeast Community College Area",0.345579793340987
"2204","Union College",0.2734375
"2205","Vatterott College-Spring Valley",0.681818181818182
"2206","Nebraska College of Technical Agriculture",0.315789473684211
"2207","Wayne State College",0.228456913827655
"2208","Regional West Medical Center School of Radiologic Technology",NA
"2209","Western Nebraska Community College",0.526548672566372
"2210","York College",0.2625
"2211","Academy of Hair Design-Las Vegas",0.987951807228916
"2212","Career College of Northern Nevada",0.692307692307692
"2213","College of Southern Nevada",0.64950495049505
"2214","The Art Institute of Las Vegas",0.505813953488372
"2215","Everest College-Henderson",0.537037037037037
"2216","Marinello Schools of Beauty-Las Vegas",0.64957264957265
"2217","University of Nevada-Las Vegas",0.400785854616896
"2218","University of Nevada-Reno",0.293927125506073
"2219","Great Basin College",0.553846153846154
"2220","Marinello Schools of Beauty-Reno",0.7
"2221","Morrison University",0.762376237623762
"2222","Sierra Nevada College",0.354166666666667
"2223","Truckee Meadows Community College",0.608695652173913
"2224","Western Nevada College",0.943181818181818
"2225","Colby-Sawyer College",0.215102974828375
"2226","Continental Academie of Hair Design-Hudson",0.454545454545455
"2227","Daniel Webster College",0.142857142857143
"2228","Dartmouth College",0.107317073170732
"2229","Empire Beauty School-Laconia",0.791666666666667
"2230","Empire Beauty School-Somersworth",0.96969696969697
"2231","Franklin Pierce University",0.177824267782427
"2232","University of New Hampshire-School of Law",NA
"2233","Mount Washington College",0.62200956937799
"2234","Keene Beauty Academy",0.480769230769231
"2235","Lebanon College",0.5
"2236","Michaels School of Hair Design and Esthetics-Paul Mitchell Partner School",0.349514563106796
"2237","New England College",0.450549450549451
"2238","New England School of Hair Design Inc",0.590909090909091
"2239","Southern New Hampshire University",0.316804407713499
"2240","New Hampshire Institute for Therapeutic Arts",0.655172413793103
"2241","University of New Hampshire-Main Campus",0.147826086956522
"2242","Keene State College",0.173361522198731
"2243","University of New Hampshire at Manchester",0.2
"2244","Plymouth State University",0.237597911227154
"2245","NHTI-Concord's Community College",0.635135135135135
"2246","White Mountains Community College",0.866666666666667
"2247","River Valley Community College",0.818181818181818
