,UNITID,OPEID,opeid6,INSTNM,CITY,STABBR,INSTURL,NPCURL,HCM2,PREDDEG,CONTROL,LOCALE,HBCU,PBI,ANNHI,TRIBAL,AANAPII,HSI,NANTI,MENONLY,WOMENONLY,RELAFFIL,SATVR25,SATVR75,SATMT25,SATMT75,SATWR25,SATWR75,SATVRMID,SATMTMID,SATWRMID,ACTCM25,ACTCM75,ACTEN25,ACTEN75,ACTMT25,ACTMT75,ACTWR25,ACTWR75,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG,SAT_AVG_ALL,PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54,DISTANCEONLY,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,PPTUG_EF,CURROPER,NPT4_PUB,NPT4_PRIV,NPT41_PUB,NPT42_PUB,NPT43_PUB,NPT44_PUB,NPT45_PUB,NPT41_PRIV,NPT42_PRIV,NPT43_PRIV,NPT44_PRIV,NPT45_PRIV,PCTPELL,RET_FT4,RET_FTL4,RET_PT4,RET_PTL4,PCTFLOAN,UG25abv,GRAD_DEBT_MDN_SUPP,GRAD_DEBT_MDN10YR_SUPP,RPY_3YR_RT_SUPP,C150_4_POOLED_SUPP,C200_L4_POOLED_SUPP,md_earn_wne_p10,gt_25k_p6,poverty_rate,unemp_rate,CCSIZSET
837,133650,148000,1480,Florida Agricultural and Mechanical University,Tallahassee,FL,www.famu.edu,www.famu.edu/index.cfm?FinancialAid&EstimatingCost(NPC),0,3,1,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,430.0,520.0,420.0,510.0,410.0,490.0,475.0,465.0,450.0,18.0,22.0,17.0,22.0,17.0,23.0,6.0,8.0,20.0,20.0,20.0,7.0,947.0,947.0,0.017,0.0013,0.0347,0.0025,0.0543,0.0,0.017,0.0,0.0309,0.0215,0.0271,0.0044,0.0,0.0,0.0101,0.0644,0.0,0.0518,0.0044,0.0,0.0,0.0,0.0069,0.0,0.0069,0.0,0.0625,0.113,0.0467,0.0732,0.0,0.0,0.0,0.0,0.0448,0.1888,0.1124,0.0032,0.0,8825.0,0.031,0.9411,0.0113,0.0071,0.0015,0.0,0.0003,0.0076,0.0,0.091,1,11905.0,,10326.0,11672.0,14357.0,16852.0,16949.0,,,,,,0.6445,0.8152,,0.2857,,0.7476,0.1072,27274.5,302.8028627,0.569454205,0.403675606,,37300,0.536938667,13.10000038,4.679999828,16.0
838,133669,148100,1481,Florida Atlantic University,Boca Raton,FL,www.fau.edu/,www.fau.edu/admissions/npcalc.htm,0,3,1,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,480.0,560.0,480.0,570.0,470.0,560.0,520.0,525.0,515.0,20.0,24.0,20.0,24.0,19.0,25.0,6.0,8.0,22.0,22.0,22.0,7.0,1039.0,1039.0,0.0,0.0,0.0172,0.0,0.0493,0.0,0.0162,0.0,0.0814,0.0395,0.0007,0.006999999999999999,0.0,0.0,0.0262,0.0823,0.0,0.0546,0.0052,0.0,0.0,0.0262,0.0035,0.0,0.0079,0.0,0.0616,0.0651,0.0314,0.0861,0.0,0.0,0.0,0.0,0.0315,0.0697,0.2262,0.0113,0.0,24685.0,0.4638,0.1871,0.2488,0.0393,0.0015,0.0016,0.0298,0.0152,0.0129,0.3694,1,13242.0,,10215.0,11889.0,14949.0,17024.0,17435.0,,,,,,0.3999,0.765,,0.6754,,0.3996,0.2812,17250,191.5103625,0.788629979,0.410684441,,41400,0.661774814,8.210000038,3.24000001,15.0
848,133951,963500,9635,Florida International University,Miami,FL,www.fiu.edu,www.collegeportraits.org/FL/FIU/estimator/agree,0,3,1,21.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,540.0,620.0,530.0,610.0,520.0,600.0,580.0,570.0,560.0,24.0,27.0,23.0,27.0,23.0,27.0,,,26.0,25.0,25.0,,1154.0,1154.0,0.0,0.0055,0.0022,0.0065,0.0346,0.0,0.024,0.0,0.0517,0.0449,0.0089,0.0037,0.0,0.0,0.0227,0.0384,0.0,0.0539,0.0018,0.0,0.0,0.0133,0.006999999999999999,0.0,0.0157,0.0,0.1076,0.0633,0.0257,0.0904,0.0,0.0,0.0,0.0,0.0171,0.05,0.301,0.0102,0.0,38234.0,0.1007,0.1221,0.6705,0.0269,0.0008,0.0014,0.018000000000000002,0.0472,0.0124,0.3293,1,12266.0,,9183.0,11227.0,13987.0,15162.0,15518.0,,,,,,0.5809,0.8354,,0.6573,,0.456,0.2698,17750,197.0613875,0.781070862,0.500913288,,45100,0.676269293,11.60000038,4.420000076,15.0
919,136206,407215,4072,Northwood University-Florida,West Palm Beach,FL,www.northwood.edu,www.northwood.edu/webapps/finaid/coa/,0,3,2,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,390.0,500.0,430.0,520.0,390.0,480.0,445.0,475.0,435.0,17.0,23.0,15.0,21.0,17.0,22.0,,,20.0,18.0,20.0,,932.0,981.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9402,0.0,0.0,609.0,0.2282,0.1215,0.1297,0.0033,0.0033,0.0,0.0066,0.2857,0.2217,0.1199,1,,14979.0,,,,,,9013.0,13654.0,17321.0,20873.0,19926.0,0.3379,0.7143,,,,0.5529,0.1716,23474.5,260.6150727,0.785304659,0.379666541,,44600,0.738241315,7.949999809,3.559999943,17.0
986,138716,154400,1544,Albany State University,Albany,GA,www.asurams.edu/,www.asurams.edu/web/prospective/net-price-calculator,0,3,1,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,420.0,480.0,400.0,470.0,,,450.0,435.0,,17.0,20.0,16.0,20.0,17.0,20.0,,,19.0,18.0,19.0,,887.0,887.0,0.0,0.0,0.0,0.0,0.0385,0.0,0.0308,0.0,0.2177,0.0,0.0,0.0,0.0,0.0,0.027000000000000003,0.0,0.0,0.0829,0.0135,0.0,0.0,0.0,0.0,0.0,0.0154,0.0,0.0867,0.1445,0.0289,0.052000000000000005,0.0,0.0,0.0,0.0,0.0096,0.0405,0.1965,0.0154,0.0,3566.0,0.0443,0.91,0.0095,0.0017,0.0014,0.0003,0.002,0.0025,0.0283,0.1551,1,13154.0,,12026.0,13264.0,16091.0,16241.0,16862.0,,,,,,0.7229,0.6970000000000001,,0.4286,,0.9045,0.2396,31750,352.4900875,0.357060185,0.404336898,,32700,0.435185194,14.09000015,4.579999924,17.0
1003,139199,155600,1556,Brenau University,Gainesville,GA,www.brenau.edu,www.brenau.edu/netpricecalculator,0,3,2,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,440.0,550.0,430.0,500.0,,,495.0,465.0,,19.0,21.0,18.0,23.0,17.0,22.0,,,20.0,21.0,20.0,,957.0,957.0,0.0,0.0,0.0,0.0,0.0233,0.0,0.0,0.0,0.1036,0.0,0.0,0.0,0.0,0.0078,0.0052,0.0596,0.0,0.0363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0881,0.3212,0.3135,0.0104,0.0,1683.0,0.514,0.3125,0.0636,0.0184,0.0024,0.0012,0.0261,0.0261,0.0357,0.3624,1,,15493.0,,,,,,13602.0,14346.0,16401.0,18571.0,16815.0,0.5206,0.6686,,0.1,,0.7464,0.5418,28956,321.4709598,0.78776645,0.452142762,,42600,0.66982621,7.690000057,3.00999999,13.0
1026,139861,160200,1602,Georgia College and State University,Milledgeville,GA,WWW.GCSU.EDU,irout.gcsu.edu/cc/,0,3,1,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,530.0,610.0,520.0,620.0,510.0,600.0,570.0,570.0,555.0,22.0,26.0,22.0,27.0,22.0,26.0,,,24.0,25.0,24.0,,1126.0,1126.0,0.0,0.0139,0.0,0.0,0.0521,0.0,0.0182,0.0,0.0817,0.0,0.0,0.0148,0.0,0.0,0.0617,0.0043,0.0,0.0513,0.0165,0.0,0.0,0.0113,0.0009,0.0,0.0104,0.0,0.0851,0.0443,0.0,0.0391,0.0,0.0,0.0,0.0,0.0521,0.1937,0.2294,0.0191,0.0,5636.0,0.8518,0.0488,0.0488,0.013000000000000001,0.0014,0.0009,0.024,0.0087,0.0027,0.0722,1,16352.0,,12590.0,13818.0,16643.0,17982.0,18063.0,,,,,,0.218,0.8459,,0.7143,,0.4774,0.0374,21304,236.5180732,0.885185185,0.59255,,38500,0.638297856,7.860000134,2.920000076,12.0
1042,140252,2074800,20748,Life University,Marietta,GA,www.life.edu,www.life.edu/net_price_calculator/npcalc.htm,0,3,2,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0238,0.0,0.2857,0.0,0.0,0.1548,0.1905,0.0,0.0,0.0,0.0,0.0952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11900000000000001,0.1071,0.0,0.0,765.0,0.3255,0.2549,0.081,0.0235,0.0078,0.0,0.0,0.0366,0.2706,0.2732,1,,22479.0,,,,,,20329.0,20822.0,25785.0,28259.0,26389.0,0.4809,0.6923,,,,0.7947,0.4458,8964,99.5187762,0.671936759,0.338740323,,32200,0.571874976,7.699999809,3.339999914,15.0
1046,140553,158200,1582,Morehouse College,Atlanta,GA,www.morehouse.edu,www.morehouse.edu/admissions/home/tuition.shtml,0,3,2,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,450.0,550.0,450.0,560.0,430.0,550.0,500.0,505.0,490.0,18.0,23.0,18.0,24.0,17.0,24.0,,,21.0,21.0,21.0,,990.0,990.0,0.0,0.0,0.0,0.0061,0.0143,0.0,0.0244,0.0,0.002,0.0224,0.0,0.0183,0.0,0.0,0.0631,0.0,0.0,0.0876,0.0631,0.0,0.0,0.0631,0.0468,0.0,0.0265,0.0,0.057,0.0061,0.0,0.2179,0.0,0.0,0.0,0.0,0.0468,0.0061,0.2077,0.0204,0.0,2161.0,0.0014,0.9662,0.0032,0.0,0.0,0.0,0.0028,0.0171,0.0093,0.0736,1,,30456.0,,,,,,28302.0,29332.0,31396.0,31471.0,34497.0,0.5019,0.8007,,0.6667,,0.76,0.0387,27000,299.75535,0.468067906,0.54443873,,40900,0.579908669,11.94999981,4.760000229,16.0
1065,141167,155500,1555,Thomas University,Thomasville,GA,www.thomasu.edu,thomasu.studentaidcalculator.com/welcome.aspx,0,3,2,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0573,0.0,0.0,0.0,0.0,0.0,0.0,0.1302,0.0,0.0417,0.0,0.0,0.0156,0.0,0.0,0.0,0.0,0.0,0.0365,0.2188,0.1406,0.0,0.0,0.0,0.0,0.0,0.0,0.3021,0.0573,0.0,0.0,815.0,0.5166,0.2515,0.0466,0.0098,0.0049,0.0037,0.0,0.0405,0.1264,0.4037,1,,15327.0,,,,,,10873.0,14337.0,18274.0,19417.0,19599.0,0.4524,0.4706,,0.6,,0.6814,0.4898,20500,227.592025,0.611390285,0.224301869,,37400,0.573275864,13.92000008,3.609999895,13.0
1095,142294,161700,1617,The College of Idaho,Caldwell,ID,www.collegeofidaho.edu,www.collegeofidaho.edu/calculator,0,3,2,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,460.0,570.0,465.0,590.0,455.0,570.0,515.0,528.0,513.0,21.0,27.0,20.0,26.0,20.0,26.0,,,24.0,23.0,23.0,,1070.0,1070.0,0.0,0.0549,0.0,0.0,0.0,0.0,0.0,0.0,0.0549,0.0042,0.0,0.0084,0.0,0.0,0.0633,0.0,0.0,0.09699999999999999,0.0464,0.0,0.0127,0.0422,0.0127,0.0,0.0211,0.0,0.1139,0.0,0.0,0.1055,0.0,0.0,0.0,0.0,0.0886,0.0633,0.1477,0.0633,0.0,1086.0,0.6243,0.0147,0.1519,0.0276,0.0074,0.0037,0.0092,0.0801,0.081,0.0295,1,,16681.0,,,,,,13075.0,14392.0,16430.0,20593.0,23542.0,0.3618,0.8799,,0.4,,0.6008,0.0457,26312.5,292.1226906,0.900928793,0.654409677,,38900,0.58723402,7.869999886,3.609999895,13.0
1153,144883,2168600,21686,East-West University,Chicago,IL,www.eastwest.edu,denver.eastwest.edu/ewu/NetPriceCalculator/npcalc.htm,0,3,2,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.1203,0.0,0.0,0.0,0.1076,0.0,0.0,0.0,0.2215,0.2152,0.0,0.0,0.0063,0.0,0.1139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2152,0.0,0.0,679.0,0.0221,0.6789,0.1708,0.1016,0.0,0.0,0.0,0.0,0.0265,0.0147,1,,28773.0,,,,,,28662.0,28632.0,29843.0,29375.0,,0.6933,0.2979,,,,0.5992,0.4488,24777,275.0754929,0.272902604,0.262633333,,22300,0.350093096,20.30999947,7.960000038,13.0
1154,144892,167400,1674,Eastern Illinois University,Charleston,IL,www.eiu.edu,eiu.edu/finaid/calculator.php,0,3,1,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,19.0,24.0,19.0,24.0,17.0,24.0,,,22.0,22.0,21.0,,1010.0,1010.0,0.0,0.0,0.0,0.0004,0.0733,0.0,0.0134,0.0,0.1676,0.0004,0.0165,0.0049,0.0657,0.0,0.0286,0.0974,0.0,0.034,0.0067,0.0,0.028999999999999998,0.09699999999999999,0.0036,0.0,0.0094,0.0,0.0621,0.0,0.0,0.0693,0.0,0.0,0.0,0.0,0.0322,0.0304,0.1318,0.0264,0.0,8255.0,0.7070000000000001,0.18100000000000002,0.0491,0.0082,0.0019,0.0006,0.0187,0.0084,0.0252,0.1137,1,17740.0,,13281.0,14383.0,18940.0,21363.0,21772.0,,,,,,0.3923,0.7707,,,,0.6699,0.1389,23767,263.8624224,0.855442599,0.603662246,,41200,0.646719992,6.03000021,3.220000029,13.0
1185,146010,2160300,21603,International Academy of Design and Technology-Chicago,Chicago,IL,www.iadtchicago.edu,iadt.studentaidcalculator.com,0,3,3,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0303,0.0,0.0,0.0,0.0,0.0,0.0,0.7071,0.0,0.20199999999999999,0.0,0.0,345.0,0.1681,0.4696,0.1246,0.0319,0.0029,0.0087,0.0232,0.0,0.171,0.2754,1,,14132.0,,,,,,13576.0,14742.0,15883.0,19484.0,,0.7617,0.3913,,0.2,,0.8921,0.4335,42103,467.4296112,0.366061163,0.16214948,,25200,0.407689393,11.85000038,5.139999866,16.0
1220,147129,622800,6228,Methodist College,Peoria,IL,www.methodistcol.edu,www.methodistcol.edu/methodistcollege/FinancialAid/financial-aid-calculator/,0,3,2,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,21.0,23.0,21.0,25.0,19.0,24.0,,,22.0,23.0,22.0,,1030.0,1030.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,508.0,0.8346,0.0827,0.0236,0.0276,0.002,0.002,0.0236,0.0,0.0039,0.311,1,,29545.0,,,,,,,24450.0,28085.0,31324.0,33254.0,0.4716,0.6786,,,,0.8542,0.4173,30250,335.8370125,0.932835821,,,PrivacySuppressed,PrivacySuppressed,,,12.0
1264,148654,933300,9333,University of Illinois at Springfield,Springfield,IL,www.uis.edu,www.uis.edu/financialaid/cost/index.html,0,3,1,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,465.0,623.0,440.0,665.0,,,544.0,553.0,,20.0,27.0,20.0,27.0,19.0,26.0,,,24.0,24.0,23.0,,1085.0,1085.0,0.0,0.0,0.0,0.0,0.0729,0.0,0.0864,0.0,0.0,0.0,0.0,0.0,0.0,0.0189,0.0607,0.0513,0.0,0.0432,0.0405,0.0,0.0027,0.0,0.0081,0.0,0.0148,0.0,0.0972,0.0661,0.0553,0.0648,0.0,0.0,0.0,0.0,0.0148,0.0148,0.2456,0.0418,0.0,2959.0,0.6773,0.1338,0.0595,0.0368,0.0014,0.001,0.0247,0.0291,0.0365,0.3437,1,10799.0,,7173.0,7350.0,14199.0,14123.0,16470.0,,,,,,0.3677,0.7435,,0.0,,0.5521,0.4123,19498,216.4677709,0.839360807,0.450784631,,41800,0.70873785,7.53000021,3.380000114,12.0
1338,151111,181300,1813,Indiana University-Purdue University-Indianapolis,Indianapolis,IN,www.iupui.edu,npc.collegeboard.org/student/app/iupui,0,3,1,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,440.0,550.0,450.0,570.0,430.0,540.0,495.0,510.0,485.0,19.0,25.0,18.0,25.0,18.0,26.0,6.0,8.0,22.0,22.0,22.0,7.0,1013.0,1013.0,0.0,0.0009,0.0,0.0007,0.0402,0.0,0.0294,0.0002,0.0547,0.0427,0.042,0.0084,0.0009,0.0,0.0111,0.1112,0.0,0.0206,0.0059,0.0,0.0174,0.0513,0.0068,0.0,0.013999999999999999,0.0,0.0396,0.0264,0.0429,0.0335,0.0,0.0,0.0,0.0,0.0364,0.1928,0.16,0.0099,0.0,21569.0,0.7233,0.105,0.0532,0.0355,0.0015,0.0007,0.0329,0.0344,0.0136,0.2296,1,14666.0,,9684.0,11785.0,16256.0,19419.0,19709.0,,,,,,0.3659,0.7195,,0.5331,,0.5366,0.2933,25388,281.8588454,0.784110146,0.401635275,,39100,0.678717494,6.199999809,2.900000095,13.0
1457,154022,188100,1881,Ashford University,Clinton,IA,www.ashford.edu,ashford.studentaidcalculator.com/survey.aspx,0,3,3,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0091,0.0,0.0,0.0136,0.0,0.0004,0.0,0.1662,0.0,0.0,0.0008,0.0122,0.0,0.0093,0.0051,0.0005,0.0003,0.0,0.0011,0.0209,0.0106,0.0,0.0,0.0,0.0,0.0822,0.075,0.0027,0.1065,0.0,0.0,0.0,0.0,0.001,0.092,0.3775,0.0129,0.0,50403.0,0.4827,0.3471,0.0935,0.0109,0.0099,0.0072,0.0278,0.0019,0.019,0.0002,1,,20983.0,,,,,,21253.0,21153.0,19004.0,16109.0,14410.0,0.5929,0.3622,,,,0.7366,0.8997,32813,364.2915667,0.430481918,0.208663712,,37500,0.66655159,8.590000153,3.529999971,13.0
1459,154095,189000,1890,University of Northern Iowa,Cedar Falls,IA,www.uni.edu,access.uni.edu/cgi-bin/calc_aid/calc_aid.cgi,0,3,1,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,500.0,640.0,,,,570.0,,20.0,24.0,20.0,24.0,19.0,24.0,,,22.0,22.0,22.0,,1030.0,1030.0,0.0,0.0004,0.0,0.0,0.0617,0.006,0.0106,0.0,0.1699,0.0004,0.026000000000000002,0.0102,0.0277,0.0,0.0251,0.0234,0.0,0.0541,0.0183,0.0,0.0072,0.0715,0.006,0.0,0.0149,0.0,0.0434,0.0,0.0345,0.0736,0.0,0.0,0.0,0.0,0.0519,0.0481,0.1963,0.0187,0.0,10170.0,0.8705,0.0268,0.0276,0.0081,0.0018,0.0005,0.0165,0.0326,0.0155,0.0857,1,15207.0,,9891.0,12218.0,15388.0,16833.0,17075.0,,,,,,0.2704,0.83,,0.5,,0.6131,0.0923,22148,245.8882034,0.91106383,0.664152801,,41700,0.755895317,5.809999943,2.710000038,15.0
1477,154493,189300,1893,Upper Iowa University,Fayette,IA,www.uiu.edu,npc.collegeboard.org/student/app/uiu,0,3,2,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,19.0,24.0,17.0,24.0,18.0,24.0,,,22.0,21.0,21.0,,1010.0,1010.0,0.0035,0.0156,0.0,0.0,0.0098,0.0,0.0075,0.0,0.038,0.0,0.0,0.0,0.0,0.0,0.0023,0.049,0.0,0.0075,0.0029,0.0,0.0,0.0092,0.0,0.0,0.0,0.0,0.0824,0.0086,0.1597,0.1303,0.0,0.0,0.0,0.0,0.0052,0.0611,0.4075,0.0,0.0,4513.0,0.6718,0.1926,0.0412,0.01,0.004,0.002,0.0113,0.0204,0.0468,0.3472,1,,17602.0,,,,,,17757.0,16593.0,16440.0,19032.0,17905.0,0.4312,0.722,,0.2,,0.7042,0.6466,22500,249.796125,0.779899135,0.404189222,,40300,0.738023043,7.449999809,3.319999933,12.0
1509,155025,192700,1927,Emporia State University,Emporia,KS,www.emporia.edu,collegeportraits.org/KS/ESU/estimator/agree,0,3,1,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,438.0,528.0,475.0,545.0,,,483.0,510.0,,19.0,25.0,19.0,25.0,19.0,25.0,,,22.0,22.0,22.0,,1030.0,1030.0,0.0,0.0,0.0,0.0,0.0435,0.0,0.0247,0.0,0.2134,0.0,0.0,0.0102,0.0,0.0,0.0406,0.0522,0.0,0.0479,0.0102,0.0,0.0145,0.0116,0.0,0.0,0.0203,0.0,0.0464,0.0276,0.0,0.1016,0.0,0.0,0.0,0.0,0.0581,0.106,0.1567,0.0145,0.0,3724.0,0.7240000000000001,0.0569,0.0653,0.0064,0.0035,0.0008,0.0534,0.0752,0.0145,0.0913,1,13332.0,,10007.0,12061.0,13745.0,15538.0,15612.0,,,,,,0.3909,0.7304,,0.7727,,0.652,0.1727,21000,233.14305,0.810067462,0.410338859,,35900,0.613016069,6.880000114,2.829999924,16.0
1542,155681,192600,1926,Pittsburg State University,Pittsburg,KS,www.pittstate.edu,www.pittstate.edu/affordability/,0,3,1,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,19.0,24.0,18.0,24.0,18.0,25.0,,,22.0,21.0,22.0,,1010.0,1010.0,0.0,0.0,0.0,0.0,0.0494,0.0078,0.0217,0.0,0.1362,0.0,0.1414,0.0043,0.0295,0.0,0.0095,0.0425,0.0,0.052000000000000005,0.0026,0.0,0.0026,0.0199,0.0,0.0,0.013000000000000001,0.0,0.0538,0.026000000000000002,0.0269,0.026000000000000002,0.0,0.0286,0.0,0.0,0.0338,0.0763,0.1856,0.0104,0.0,6005.0,0.8098,0.0403,0.0463,0.0067,0.0157,0.0018,0.0438,0.035,0.0007,0.0639,1,12040.0,,9279.0,10058.0,12708.0,13923.0,13156.0,,,,,,0.4032,0.7429,,0.3,,0.6036,0.1573,20250,224.8165125,0.805863708,0.510613385,,38200,0.659383774,8.289999962,2.819999933,13.0
1595,157085,198900,1989,University of Kentucky,Lexington,KY,www.uky.edu,npc.collegeboard.org/student/app/uky,0,3,1,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,490.0,610.0,500.0,630.0,,,550.0,565.0,,22.0,28.0,22.0,30.0,22.0,28.0,,,25.0,26.0,25.0,,1140.0,1140.0,0.0638,0.0107,0.0137,0.001,0.0859,0.0,0.0142,0.0,0.0981,0.0864,0.0,0.0226,0.0499,0.0,0.0271,0.0002,0.0,0.0504,0.0107,0.0,0.0223,0.0,0.0037,0.0,0.0112,0.0,0.0626,0.0,0.0156,0.0665,0.0,0.0,0.0,0.0,0.028999999999999998,0.0678,0.1693,0.0174,0.0,21050.0,0.778,0.0779,0.0326,0.0247,0.0017,0.0007,0.0285,0.0262,0.0298,0.0593,1,14333.0,,9743.0,11831.0,15416.0,17779.0,18220.0,,,,,,0.2481,0.8253,,0.3898,,0.4597,0.0824,20500,227.592025,0.832143546,0.604256544,,41500,0.681254566,9.06000042,2.99000001,12.0
1658,159382,201100,2011,Louisiana State University-Alexandria,Alexandria,LA,www.lsua.edu,lsws1.lsua.edu/main/NetCostCalculator.aspx,0,3,1,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,18.0,22.0,19.0,23.0,17.0,22.0,,,20.0,21.0,20.0,,950.0,950.0,0.0,0.0,0.0,0.0,0.0227,0.0,0.0,0.0,0.0552,0.0,0.0,0.0,0.0097,0.0,0.026000000000000002,0.2565,0.0,0.026000000000000002,0.0097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0844,0.0779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2695,0.1201,0.0422,0.0,1984.0,0.7525,0.1522,0.0383,0.0126,0.0141,0.0,0.0247,0.002,0.0035,0.371,1,11047.0,,11579.0,8945.0,9157.0,13064.0,12863.0,,,,,,0.4093,0.5357,,0.2778,,0.371,0.3451,17750,197.0613875,0.649621212,0.1296032,,30500,0.520727992,17.88999939,3.960000038,14.0
1668,159647,200800,2008,Louisiana Tech University,Ruston,LA,www.latech.edu,www.latech.edu/financial_aid/netprice/npcalc.htm,0,3,1,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,450.0,590.0,490.0,600.0,,,520.0,545.0,,21.0,26.0,21.0,27.0,19.0,25.0,,,24.0,24.0,22.0,,1089.0,1089.0,0.024,0.0278,0.0247,0.0,0.017,0.0,0.0131,0.0,0.0549,0.1476,0.0255,0.0046,0.027000000000000003,0.0,0.01,0.1074,0.0,0.0595,0.0085,0.0,0.0,0.0448,0.0,0.0,0.0116,0.0,0.0332,0.0,0.0,0.051,0.0,0.0,0.0,0.017,0.0363,0.0889,0.1499,0.0155,0.0,7047.0,0.6823,0.1506,0.0139,0.0099,0.0048,0.0011,0.0145,0.0444,0.0785,0.1098,1,9283.0,,7027.0,7578.0,11375.0,12013.0,12034.0,,,,,,0.2218,0.7864,,0.2432,,0.304,0.1507,20984.5,232.9709682,0.815473544,0.481420337,,41100,0.643733323,14.57999992,4.519999981,13.0
