,Class,Distance,Name
181,6,54665967.55546918,Oklahoma State University-Main Campus
182,6,55300378.39892803,San Diego State University
183,6,56941614.86857705,The University of Tennessee-Knoxville
184,6,57104190.65740739,Washington State University
185,6,57414138.875176616,North Carolina State University at Raleigh
186,6,59038402.91773061,University of North Carolina at Chapel Hill
187,6,62419182.94930958,California State University-Long Beach
188,6,63123342.92595167,University of South Florida-Main Campus
189,6,65209185.53265612,University of Iowa
190,6,66097914.967932224,Iowa State University
191,6,69253236.93428795,University of Missouri-Columbia
192,6,69494200.451711,University of Florida
193,6,70417323.15998708,University of Virginia-Main Campus
194,6,72394820.19068946,University of Wisconsin-Madison
195,6,75390903.10053644,Texas A & M University-College Station
196,6,75572538.88045236,University of Houston
197,6,76156038.40342258,University of California-Riverside
198,6,79884230.60582143,University of Georgia
199,6,80874459.01206309,University of California-Santa Barbara
200,6,83107674.06058663,University of South Carolina-Columbia
201,6,83334763.84283113,Purdue University-Main Campus
202,6,99633803.73773204,Michigan State University
203,6,105481565.4691868,University of California-Irvine
204,6,116070509.64621264,The University of Alabama
205,6,140062270.6329375,University of California-San Diego
206,6,144692129.43786228,University of Minnesota-Twin Cities
207,6,151230948.90107092,University of Washington-Seattle Campus
208,6,161570126.6032427,University of California-Davis
209,6,167474230.08769852,Indiana University-Bloomington
210,6,187502693.03567708,The University of Texas at Austin
211,6,207220762.65690404,Ohio State University-Main Campus
212,6,259290873.6497467,University of California-Berkeley
213,6,263135280.19772652,University of California-Los Angeles
214,6,284613192.00400877,Arizona State University-Tempe
215,6,324052183.9459554,University of Michigan-Ann Arbor
216,7,423378.83045617526,University of Mary Washington
217,7,642435.7896401357,Dickinson State University
218,7,872436.7841100345,University of Maine at Fort Kent
219,7,1136297.771981249,University of Maine at Machias
220,7,1434934.7984819566,California Maritime Academy
221,7,1716600.3287166646,University of South Carolina-Beaufort
222,7,1835799.7616799113,Dakota State University
223,7,1916829.5991752895,Montana State University-Northern
224,8,230176.00797204085,Georgia Southwestern State University
225,8,296286.81270926347,Purdue University-North Central Campus
226,8,385834.23466476914,Louisiana State University-Shreveport
227,8,505340.3239991975,Western State Colorado University
228,8,639629.3353876902,Indiana University-Kokomo
229,8,729433.6582944021,University of Minnesota-Crookston
230,8,1005223.3379273595,Glenville State College
231,8,1012175.2578619276,Minot State University
232,8,1333132.5929643917,Lyndon State College
233,8,1431412.3185981866,South Dakota School of Mines and Technology
234,8,2111067.103182337,University of Illinois at Springfield
235,9,393504.49320117093,Worcester State University
236,9,614589.4014217847,Montana Tech of the University of Montana
237,9,633468.9355900256,West Liberty University
238,9,692706.2200445964,University of South Carolina-Aiken
239,9,738982.8109710116,Concord University
240,9,825897.2231487831,Lewis-Clark State College
