124,93,1.3929e+07,0.010447
437,14,2.5455e+06,0.0046233
362,49,7.4941e+06,0.0061535
606,20,3.3547e+06,0.0043444
452,27,6.469e+06,0.0036339
60,86,1.1425e+07,0.0044157
486,17,3.5387e+06,0.0034814
367,21,3.6335e+06,0.0025586
370,18,3.1815e+06,0.0021253
488,10,2.4264e+06,0.0019734
309,1,1.6301e+05,2.5333e-05
560,1,1.6716e+05,4.8554e-05
318,1,1.9828e+05,1.6772e-05
414,1,2.2491e+05,6.908e-05
460,1,1.8709e+05,5.5975e-05
601,1,2.3724e+05,4.4824e-05
317,1,2.0766e+05,1.4724e-05
114,1,2.0677e+05,9.0517e-06
100,26,4.7484e+06,0.0018724
421,1,2.0559e+05,6.6617e-05
393,1,2.0854e+05,5.5435e-05
388,1,2.0359e+05,3.9323e-05
280,1,1.5016e+05,1.3602e-05
469,1,2.0158e+05,0.00016089
368,10,1.837e+06,0.0006334
440,1,1.6823e+05,4.5117e-05
320,1,1.6271e+05,8.2605e-06
480,1,1.8184e+05,0.00014431
55,1,1.5058e+05,1.0778e-05
718,1,2.2023e+05,4.7289e-05
489,4,9.0746e+05,0.00042594
597,1,1.5124e+05,2.9086e-05
182,1,1.8973e+05,1.4118e-05
570,1,2.1701e+05,9.5332e-06
23,5,8.028e+05,0.00042132
164,1,1.508e+05,1.0683e-05
121,1,1.5697e+05,7.0399e-06
210,1,1.5095e+05,1.8984e-05
451,1,2.4243e+05,3.1716e-05
178,1,1.8652e+05,1.2075e-05
384,1,1.9068e+05,1.3842e-05
416,1,2.0562e+05,5.2583e-05
447,1,2.0562e+05,5.2583e-05
582,1,1.1315e+05,1.9057e-05
446,1,1.8779e+05,4.0505e-05
381,1,1.4463e+05,2.3784e-05
222,1,1.6898e+05,1.1784e-05
115,1,1.3553e+05,4.0297e-06
337,1,2.3093e+05,1.8557e-06
169,1,1.4267e+05,1.1008e-05
297,1,1.9222e+05,6.1085e-06
661,1,1.5338e+05,3.0848e-06
464,1,2.403e+05,3.7762e-05
322,1,2.0888e+05,3.1669e-06
363,1,2.4429e+05,1.5178e-05
254,1,1.6969e+05,8.4698e-06
257,1,1.6969e+05,8.4698e-06
389,1,1.6969e+05,8.4698e-06
500,1,1.5583e+05,1.6878e-05
299,1,1.8908e+05,3.8318e-06
552,1,1.6483e+05,4.3802e-06
125,1,1.3608e+05,6.8011e-06
311,1,2.1597e+05,3.5363e-06
463,1,2.1741e+05,3.0915e-05
255,1,1.3345e+05,2.2224e-05
258,1,1.3345e+05,2.2224e-05
390,1,1.3345e+05,2.2224e-05
516,1,1.9148e+05,2.9534e-06
466,1,1.9371e+05,3.4714e-05
67,1,2.4822e+05,6.7012e-06
53,1,1.5262e+05,4.2167e-06
226,1,2.3768e+05,6.6361e-06
271,1,1.5095e+05,5.7388e-06
412,1,1.8599e+05,1.0874e-05
352,1,2.1711e+05,8.1602e-06
609,1,1.8826e+05,1.4746e-05
249,1,2.0796e+05,5.4746e-06
372,1,2.1293e+05,1.8514e-05
478,1,2.4874e+05,1.1709e-05
494,1,1.6551e+05,1.5398e-05
392,1,1.6588e+05,8.2247e-06
168,1,1.7019e+05,5.3988e-06
459,1,2.1102e+05,2.0623e-05
468,1,2.3476e+05,2.1618e-05
467,1,2.1822e+05,1.5985e-05
176,1,1.3479e+05,7.4569e-06
112,1,1.9048e+05,1.7123e-06
434,1,3.9121e+05,5.3997e-06
531,1,1.5522e+05,2.1909e-06
615,1,2.3488e+05,9.6859e-06
237,1,2.3855e+05,3.6072e-06
383,1,1.7748e+05,8.0684e-06
413,1,1.4518e+05,1.7642e-05
220,1,2.402e+05,4.9914e-06
180,1,2.2807e+05,4.1451e-06
2,1,2.3037e+05,4.2484e-05
423,1,2.0661e+05,1.3981e-05
5,6,9.6921e+05,0.00039984
109,1,1.7778e+05,2.8247e-06
40,1,2.4778e+05,4.0996e-06
553,1,2.3278e+05,4.0137e-06
1,1,1.6374e+05,7.361e-05
281,1,1.5357e+05,2.7807e-06
439,1,2.4231e+05,9.2563e-06
436,1,2.346e+05,7.5395e-06
133,1,4.1343e+05,8.6088e-06
382,1,3.7319e+05,4.3931e-06
475,1,2.1273e+05,2.2578e-05
30,1,2.4687e+05,1.2288e-05
302,1,1.093e+05,3.6789e-06
377,1,2.4249e+05,1.0312e-05
274,1,2.5213e+05,1.1993e-06
477,1,1.975e+05,9.921e-06
151,1,2.1328e+05,2.357e-06
256,1,1.6969e+05,3.7101e-06
259,1,1.6969e+05,3.7101e-06
391,1,1.6969e+05,3.7101e-06
341,1,2.4098e+05,6.2038e-07
25,1,1.3785e+05,1.8988e-05
541,1,1.3643e+05,1.6403e-06
4,1,1.6483e+05,4.0202e-05
275,1,1.9125e+05,2.4368e-06
417,1,2.3873e+05,6.9733e-06
448,1,2.3873e+05,6.9733e-06
374,1,2.4277e+05,6.0085e-06
445,1,2.1249e+05,1.1829e-05
403,1,2.4132e+05,3.0537e-06
73,1,1.9531e+05,7.1797e-06
333,1,1.7084e+05,1.1365e-06
379,1,1.6129e+05,1.0009e-05
473,1,1.6129e+05,1.0009e-05
149,1,1.8884e+05,2.5208e-06
444,1,2.3779e+05,5.668e-06
415,1,2.1311e+05,8.2815e-06
291,1,2.0171e+05,1.7741e-06
484,1,1.9088e+05,2.0415e-05
307,1,2.1363e+05,1.4258e-06
430,1,2.1121e+05,6.1995e-06
621,1,1.8501e+05,1.1917e-05
22,1,2.2909e+05,1.1849e-05
338,1,1.7589e+05,8.9646e-07
386,1,2.4351e+05,4.0484e-06
585,1,1.4998e+05,3.9497e-06
21,1,2.4261e+05,5.7639e-06
316,1,2.3453e+05,8.5839e-07
470,1,1.8764e+05,1.1832e-05
190,1,1.4528e+05,2.8415e-06
411,1,2.4121e+05,2.9637e-06
284,1,2.3486e+05,1.1791e-06
20,1,3.7475e+05,8.499e-05
240,1,2.1937e+05,1.7425e-06
457,1,2.3056e+05,9.0489e-06
175,1,1.3945e+05,2.1346e-06
34,1,1.6662e+05,1.3263e-05
428,1,1.7834e+05,3.4828e-06
24,1,2.4268e+05,3.2544e-06
160,1,1.5386e+05,9.5989e-07
474,1,2.1357e+05,7.7671e-06
346,1,2.3431e+05,1.9945e-07
18,1,4.3187e+05,1.4281e-05
212,1,2.1263e+05,8.9088e-07
325,1,2.3787e+05,2.6329e-07
569,1,1.6543e+05,6.8107e-07
